LebwohlLasher.py: Size: 50, Steps: 50, T*: 0.500: Order: 0.416, Time: 3.268713 s
         1497901 function calls (1481118 primitive calls) in 5.006 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.001    0.000 tokenize.py:384(read_or_stop)
        2    0.001    0.000    0.001    0.000 {method 'readline' of '_io.BufferedReader' objects}
      140    0.000    0.000    0.001    0.000 typing.py:317(_deduplicate)
      629    0.001    0.000    0.001    0.000 enum.py:784(__delattr__)
      571    0.001    0.000    0.001    0.000 {method 'format' of 'str' objects}
       19    0.000    0.000    0.001    0.000 path.py:99(__init__)
       51    0.000    0.000    0.001    0.000 fromnumeric.py:89(_wrapreduction_any_all)
   193/93    0.000    0.000    0.001    0.000 core.py:2147(__str__)
      455    0.001    0.000    0.001    0.000 {method 'sub' of 're.Pattern' objects}
        1    0.000    0.000    0.001    0.001 _enums.py:1(<module>)
       73    0.000    0.000    0.001    0.000 enum.py:966(_get_mixins_)
       66    0.000    0.000    0.001    0.000 inspect.py:2124(_signature_bound_method)
      691    0.000    0.000    0.001    0.000 {built-in method from_bytes}
      328    0.000    0.000    0.001    0.000 typing.py:1205(__getattr__)
      180    0.000    0.000    0.001    0.000 cm.py:94(__getitem__)
       13    0.000    0.000    0.001    0.000 typing.py:1560(__getitem_inner__)
       90    0.001    0.000    0.001    0.000 {built-in method posix.getcwd}
      585    0.000    0.000    0.001    0.000 enum.py:38(_is_descriptor)
     10/4    0.000    0.000    0.001    0.000 core.py:4733(streamline)
       27    0.000    0.000    0.001    0.000 core.py:6205(__init__)
       38    0.000    0.000    0.001    0.000 transforms.py:1325(__init_subclass__)
      203    0.000    0.000    0.001    0.000 _parser.py:86(opengroup)
       16    0.000    0.000    0.001    0.000 <frozen abc>:110(register)
       30    0.000    0.000    0.001    0.000 _inspect.py:141(formatargspec)
       11    0.000    0.000    0.001    0.000 typing.py:1291(__ror__)
      298    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:48(_new_module)
        1    0.000    0.000    0.001    0.001 artist.py:1407(ArtistInspector)
     1322    0.001    0.000    0.001    0.000 {method '__exit__' of '_thread.RLock' objects}
     2191    0.001    0.000    0.001    0.000 {built-in method builtins.issubclass}
        1    0.000    0.000    0.001    0.001 __init__.py:845(copy)
       92    0.000    0.000    0.001    0.000 core.py:2634(__init__)
      184    0.000    0.000    0.001    0.000 colors.py:998(copy)
       51    0.000    0.000    0.001    0.000 shape_base.py:80(atleast_2d)
        4    0.000    0.000    0.001    0.000 __init__.py:620(gen_candidates)
       33    0.000    0.000    0.001    0.000 contextlib.py:299(helper)
      374    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:180(_path_isabs)
        7    0.000    0.000    0.001    0.000 typing.py:1575(__getitem__)
      644    0.000    0.000    0.000    0.000 functools.py:65(wraps)
        1    0.000    0.000    0.000    0.000 scale.py:748(_get_scale_docs)
        1    0.000    0.000    0.000    0.000 {method 'read' of '_io.TextIOWrapper' objects}
1320/1314    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
      443    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
       51    0.000    0.000    0.000    0.000 _linalg.py:207(_commonType)
       46    0.000    0.000    0.000    0.000 colors.py:1194(__init__)
       52    0.000    0.000    0.000    0.000 ipaddress.py:1929(__init__)
        1    0.000    0.000    0.000    0.000 _typing.py:1(<module>)
       34    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1571(__init__)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
      807    0.000    0.000    0.000    0.000 __init__.py:701(_get)
      335    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath.add_docstring}
      310    0.000    0.000    0.000    0.000 function_base.py:473(_add_docstring)
        2    0.000    0.000    0.000    0.000 dataclasses.py:638(_frozen_get_del_attr)
     1299    0.000    0.000    0.000    0.000 __init__.py:681(_set)
      184    0.000    0.000    0.000    0.000 colors.py:815(__copy__)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:1(<module>)
       10    0.000    0.000    0.000    0.000 version.py:47(parse)
       31    0.000    0.000    0.000    0.000 functools.py:521(decorating_function)
        1    0.000    0.000    0.000    0.000 core.py:6752(__new__)
        1    0.000    0.000    0.000    0.000 TiffTags.py:439(_populate)
      447    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
      679    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       40    0.000    0.000    0.000    0.000 core.py:2694(__init__)
      690    0.000    0.000    0.000    0.000 _mathtext_data.py:1724(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:563(get_configdir)
      780    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 patches.py:3167(ArrowStyle)
      243    0.000    0.000    0.000    0.000 inspect.py:2830(__str__)
       10    0.000    0.000    0.000    0.000 version.py:188(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:1(<module>)
       56    0.000    0.000    0.000    0.000 _compiler.py:391(_mk_bitmap)
       11    0.000    0.000    0.000    0.000 typing.py:1074(_generic_class_getitem)
      121    0.000    0.000    0.000    0.000 _parser.py:449(_uniq)
        1    0.000    0.000    0.000    0.000 mlab.py:1(<module>)
      443    0.000    0.000    0.000    0.000 copyreg.py:98(__newobj__)
       35    0.000    0.000    0.000    0.000 core.py:3355(__init__)
      306    0.000    0.000    0.000    0.000 results.py:181(__new__)
       29    0.000    0.000    0.000    0.000 pathlib.py:1065(_make_child_relpath)
       27    0.000    0.000    0.000    0.000 artist.py:44(allow_rasterization)
        1    0.000    0.000    0.000    0.000 unicode.py:123(pyparsing_unicode)
      354    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
       12    0.000    0.000    0.000    0.000 typing.py:1485(copy_with)
       14    0.000    0.000    0.000    0.000 core.py:6445(__init__)
        1    0.000    0.000    0.000    0.000 shape_base.py:1(<module>)
      669    0.000    0.000    0.000    0.000 enum.py:48(_is_dunder)
       23    0.000    0.000    0.000    0.000 overrides.py:179(decorator)
      356    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
     1274    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
       22    0.000    0.000    0.000    0.000 contextlib.py:272(contextmanager)
       73    0.000    0.000    0.000    0.000 enum.py:1007(_find_data_type_)
        1    0.000    0.000    0.000    0.000 helpers.py:168(one_of)
      460    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        4    0.000    0.000    0.000    0.000 core.py:1651(__mul__)
       22    0.000    0.000    0.000    0.000 core.py:4533(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 testing.py:1(<module>)
      176    0.000    0.000    0.000    0.000 _compiler.py:216(_compile_charset)
      846    0.000    0.000    0.000    0.000 _parser.py:83(groups)
       53    0.000    0.000    0.000    0.000 _ufunc_config.py:446(__enter__)
       19    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        2    0.000    0.000    0.000    0.000 pathlib.py:1228(resolve)
        1    0.000    0.000    0.000    0.000 axis3d.py:38(Axis)
     2204    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
       76    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
        1    0.000    0.000    0.000    0.000 numbers.py:1(<module>)
      220    0.000    0.000    0.000    0.000 _parser.py:231(__init__)
        1    0.000    0.000    0.000    0.000 entities.py:1(<module>)
      130    0.000    0.000    0.000    0.000 inspect.py:1845(getattr_static)
        1    0.000    0.000    0.000    0.000 abc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 registry.py:1(<module>)
      686    0.000    0.000    0.000    0.000 enum.py:59(_is_sunder)
      748    0.000    0.000    0.000    0.000 ast.py:257(iter_fields)
      157    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
        1    0.000    0.000    0.000    0.000 figure.py:2424(Figure)
  498/400    0.000    0.000    0.000    0.000 typing.py:1285(__hash__)
       43    0.000    0.000    0.000    0.000 pathlib.py:380(with_segments)
       85    0.000    0.000    0.000    0.000 pathlib.py:437(__str__)
       58    0.000    0.000    0.000    0.000 core.py:3455(parseImpl)
      212    0.000    0.000    0.000    0.000 __init__.py:429(<genexpr>)
      683    0.000    0.000    0.000    0.000 enum.py:202(__get__)
       38    0.000    0.000    0.000    0.000 rcsetup.py:759(<genexpr>)
        9    0.000    0.000    0.000    0.000 getlimits.py:494(__new__)
       19    0.000    0.000    0.000    0.000 pathlib.py:407(_load_parts)
       16    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
      106    0.000    0.000    0.000    0.000 _parser.py:312(_class_escape)
        1    0.000    0.000    0.000    0.000 testing.py:17(pyparsing_test)
     2382    0.000    0.000    0.000    0.000 typing.py:1273(<genexpr>)
       10    0.000    0.000    0.000    0.000 path.py:191(_create_closed)
      579    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        1    0.000    0.000    0.000    0.000 backend_bases.py:2769(NavigationToolbar2)
        3    0.000    0.000    0.000    0.000 deprecation.py:255(rename_parameter)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:582(get_cachedir)
      122    0.000    0.000    0.000    0.000 <frozen posixpath>:71(join)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1286(__init__)
       46    0.000    0.000    0.000    0.000 functools.py:482(lru_cache)
      627    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
        1    0.000    0.000    0.000    0.000 _iotools.py:1(<module>)
       13    0.000    0.000    0.000    0.000 typing.py:1542(copy_with)
       33    0.000    0.000    0.000    0.000 contextlib.py:141(__exit__)
      548    0.000    0.000    0.000    0.000 rcsetup.py:191(validator)
       23    0.000    0.000    0.000    0.000 colors.py:1234(reversed)
       50    0.000    0.000    0.000    0.000 typing.py:361(_flatten_literal_params)
      135    0.000    0.000    0.000    0.000 core.py:2211(__eq__)
        1    0.000    0.000    0.000    0.000 core.py:2770(MaskedArray)
       19    0.000    0.000    0.000    0.000 __init__.py:482(cycler)
       33    0.000    0.000    0.000    0.000 __init__.py:678(__init__)
      649    0.000    0.000    0.000    0.000 inspect.py:302(isclass)
       48    0.000    0.000    0.000    0.000 pathlib.py:551(drive)
      699    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
       89    0.000    0.000    0.000    0.000 typing.py:1004(_typevar_subst)
      246    0.000    0.000    0.000    0.000 shape_base.py:208(_arrays_for_stack_dispatcher)
       22    0.000    0.000    0.000    0.000 __init__.py:133(check_shape)
     1193    0.000    0.000    0.000    0.000 _parser.py:113(__init__)
      149    0.000    0.000    0.000    0.000 _parser.py:893(_parse_flags)
     12/2    0.000    0.000    0.000    0.000 core.py:1711(makeOptionalList)
       78    0.000    0.000    0.000    0.000 core.py:4534(<genexpr>)
      633    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       51    0.000    0.000    0.000    0.000 shape_base.py:216(_vhstack_dispatcher)
        2    0.000    0.000    0.000    0.000 <frozen posixpath>:423(realpath)
       14    0.000    0.000    0.000    0.000 __init__.py:199(split)
       54    0.000    0.000    0.000    0.000 pathlib.py:1157(__init__)
      583    0.000    0.000    0.000    0.000 enum.py:70(_is_internal_class)
        7    0.000    0.000    0.000    0.000 core.py:1618(__radd__)
        8    0.000    0.000    0.000    0.000 core.py:638(_setResultsName)
      839    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        4    0.000    0.000    0.000    0.000 getlimits.py:550(_init)
        1    0.000    0.000    0.000    0.000 _nested_sequence.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shlex.py:1(<module>)
      509    0.000    0.000    0.000    0.000 _inspect.py:13(ismethod)
    379/1    0.000    0.000    0.000    0.000 __config__.py:19(_cleanup)
      496    0.000    0.000    0.000    0.000 typing.py:962(__eq__)
     1167    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _adapters.py:1(<module>)
       35    0.000    0.000    0.000    0.000 ipaddress.py:1651(_ip_int_from_string)
       48    0.000    0.000    0.000    0.000 _internal.py:893(_ufunc_doc_signature_formatter)
        9    0.000    0.000    0.000    0.000 core.py:1875(__call__)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:1(<module>)
       19    0.000    0.000    0.000    0.000 __init__.py:546(_cycler)
      147    0.000    0.000    0.000    0.000 TiffTags.py:35(__new__)
       13    0.000    0.000    0.000    0.000 typing.py:1874(__init__)
       13    0.000    0.000    0.000    0.000 textwrap.py:470(indent)
        1    0.000    0.000    0.000    0.000 ExifTags.py:305(GPS)
      156    0.000    0.000    0.000    0.000 typing.py:988(_is_unpacked_typevartuple)
        4    0.000    0.000    0.000    0.000 colors.py:2612(_make_norm_from_scale)
       41    0.000    0.000    0.000    0.000 numeric.py:171(ones)
      440    0.000    0.000    0.000    0.000 _compiler.py:575(isstring)
  306/282    0.000    0.000    0.000    0.000 results.py:204(__init__)
       22    0.000    0.000    0.000    0.000 ipaddress.py:1187(_ip_int_from_string)
      220    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
      322    0.000    0.000    0.000    0.000 rcsetup.py:893(_convert_validator_spec)
       24    0.000    0.000    0.000    0.000 pathlib.py:387(_parse_path)
        1    0.000    0.000    0.000    0.000 isoparser.py:1(<module>)
       23    0.000    0.000    0.000    0.000 core.py:5733(__init__)
      130    0.000    0.000    0.000    0.000 inspect.py:1806(_check_class)
   113/96    0.000    0.000    0.000    0.000 typing.py:1600(__hash__)
       33    0.000    0.000    0.000    0.000 <frozen _collections_abc>:974(update)
      686    0.000    0.000    0.000    0.000 typing.py:1279(__eq__)
        5    0.000    0.000    0.000    0.000 typing.py:747(Optional)
        3    0.000    0.000    0.000    0.000 pathlib.py:1197(home)
        1    0.000    0.000    0.000    0.000 cbook.py:597(_get_data_path)
  710/575    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
       33    0.000    0.000    0.000    0.000 enum.py:1034(_find_new_)
       21    0.000    0.000    0.000    0.000 artist.py:23(_prevent_rasterization)
     1606    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 gzip.py:1(<module>)
      193    0.000    0.000    0.000    0.000 _compiler.py:472(_get_charset_prefix)
       44    0.000    0.000    0.000    0.000 pathlib.py:447(__fspath__)
       13    0.000    0.000    0.000    0.000 core.py:8761(__init__)
       12    0.000    0.000    0.000    0.000 functools.py:654(cache)
        1    0.000    0.000    0.000    0.000 dviread.py:202(Dvi)
      610    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
      4/3    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
       35    0.000    0.000    0.000    0.000 <frozen posixpath>:256(expanduser)
        2    0.000    0.000    0.000    0.000 dataclasses.py:627(_repr_fn)
        2    0.000    0.000    0.000    0.000 <frozen posixpath>:432(_joinrealpath)
      622    0.000    0.000    0.000    0.000 _parser.py:172(__setitem__)
      509    0.000    0.000    0.000    0.000 _inspect.py:26(isfunction)
        1    0.000    0.000    0.000    0.000 bezier.py:1(<module>)
      488    0.000    0.000    0.000    0.000 colors.py:358(<genexpr>)
       19    0.000    0.000    0.000    0.000 __init__.py:226(_from_iter)
      137    0.000    0.000    0.000    0.000 colors.py:1012(__init__)
       35    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
        5    0.000    0.000    0.000    0.000 typing.py:1476(__getitem__)
       14    0.000    0.000    0.000    0.000 typing.py:1123(_generic_init_subclass)
        1    0.000    0.000    0.000    0.000 isoparser.py:42(isoparser)
       28    0.000    0.000    0.000    0.000 __init__.py:1428(_fixupParents)
       13    0.000    0.000    0.000    0.000 core.py:8766(getdoc)
       25    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:72(add_newdoc_for_scalar_type)
       10    0.000    0.000    0.000    0.000 typing.py:1753(_get_protocol_attrs)
      183    0.000    0.000    0.000    0.000 colors.py:692(__init__)
     1190    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        1    0.000    0.000    0.000    0.000 core.py:2883(__new__)
      310    0.000    0.000    0.000    0.000 function_base.py:455(_needs_add_docstring)
        1    0.000    0.000    0.000    0.000 legend.py:342(Legend)
        1    0.000    0.000    0.000    0.000 pathlib.py:81(_make_selector)
       56    0.000    0.000    0.000    0.000 ipaddress.py:533(_split_addr_prefix)
        1    0.000    0.000    0.000    0.000 unicode.py:85(identchars)
      362    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        7    0.000    0.000    0.000    0.000 core.py:6450(__add__)
      446    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        1    0.000    0.000    0.000    0.000 pathlib.py:193(__init__)
        1    0.000    0.000    0.000    0.000 _histograms_impl.py:1(<module>)
      382    0.000    0.000    0.000    0.000 socket.py:84(<lambda>)
      945    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
      381    0.000    0.000    0.000    0.000 socket.py:79(<lambda>)
      383    0.000    0.000    0.000    0.000 socket.py:89(<lambda>)
       51    0.000    0.000    0.000    0.000 _linalg.py:182(_makearray)
        1    0.000    0.000    0.000    0.000 patches.py:4135(FancyArrowPatch)
      384    0.000    0.000    0.000    0.000 socket.py:94(<lambda>)
      358    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:599(__init__)
        1    0.000    0.000    0.000    0.000 gridspec.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _adapters.py:40(CompatibilityFiles)
      139    0.000    0.000    0.000    0.000 <frozen posixpath>:60(isabs)
      183    0.000    0.000    0.000    0.000 textwrap.py:482(prefixed_lines)
      807    0.000    0.000    0.000    0.000 {function RcParams.__getitem__ at 0x7657f8386660}
       19    0.000    0.000    0.000    0.000 __init__.py:416(by_key)
      490    0.000    0.000    0.000    0.000 _inspect.py:41(iscode)
      195    0.000    0.000    0.000    0.000 _shape_base_impl.py:624(_column_stack_dispatcher)
        1    0.000    0.000    0.000    0.000 pathlib.py:106(_compile_pattern)
        1    0.000    0.000    0.000    0.000 transforms.py:83(TransformNode)
      356    0.000    0.000    0.000    0.000 inspect.py:306(ismethod)
      313    0.000    0.000    0.000    0.000 {built-in method sys.intern}
      162    0.000    0.000    0.000    0.000 core.py:2678(__new__)
        3    0.000    0.000    0.000    0.000 pathlib.py:1398(expanduser)
       24    0.000    0.000    0.000    0.000 dviread.py:184(decorate)
        2    0.000    0.000    0.000    0.000 core.py:3051(__array_finalize__)
       95    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        1    0.000    0.000    0.000    0.000 __init__.py:593(get_data_path)
       54    0.000    0.000    0.000    0.000 pathlib.py:358(__init__)
        1    0.000    0.000    0.000    0.000 collections.py:28(Collection)
      163    0.000    0.000    0.000    0.000 rcsetup.py:151(validate_bool)
        2    0.000    0.000    0.000    0.000 typing.py:2888(__new__)
        2    0.000    0.000    0.000    0.000 dataclasses.py:661(_cmp_fn)
        1    0.000    0.000    0.000    0.000 _structures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:209(BboxBase)
        1    0.000    0.000    0.000    0.000 cbook.py:628(_Stack)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:470(inner)
       36    0.000    0.000    0.000    0.000 {method '__typing_subst__' of 'typing.TypeVar' objects}
        1    0.000    0.000    0.000    0.000 pprint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _nbit_base.py:1(<module>)
       65    0.000    0.000    0.000    0.000 results.py:518(__iadd__)
     1736    0.000    0.000    0.000    0.000 typing.py:781(<genexpr>)
        1    0.000    0.000    0.000    0.000 hmac.py:1(<module>)
       12    0.000    0.000    0.000    0.000 dataclasses.py:760(_get_field)
      220    0.000    0.000    0.000    0.000 _parser.py:953(fix_flags)
        1    0.000    0.000    0.000    0.000 results.py:1(<module>)
      135    0.000    0.000    0.000    0.000 <string>:2(__init__)
       88    0.000    0.000    0.000    0.000 ipaddress.py:1213(_parse_octet)
        1    0.000    0.000    0.000    0.000 _docstring.py:1(<module>)
        8    0.000    0.000    0.000    0.000 {built-in method posix.lstat}
        1    0.000    0.000    0.000    0.000 _stride_tricks_impl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 unicode.py:99(identbodychars)
        1    0.000    0.000    0.000    0.000 _parser.py:58(_timelex)
       53    0.000    0.000    0.000    0.000 _ufunc_config.py:462(__exit__)
        1    0.000    0.000    0.000    0.000 patches.py:2380(BoxStyle)
        6    0.000    0.000    0.000    0.000 enum.py:1550(__or__)
        1    0.000    0.000    0.000    0.000 function_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tz.py:1470(__get_gettz)
      627    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:503(_get_xdg_config_dir)
        1    0.000    0.000    0.000    0.000 streamplot.py:1(<module>)
       90    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
      344    0.000    0.000    0.000    0.000 typing.py:1592(__eq__)
       14    0.000    0.000    0.000    0.000 deprecation.py:185(finalize)
        1    0.000    0.000    0.000    0.000 ExifTags.py:361(LightSource)
        1    0.000    0.000    0.000    0.000 records.py:1(<module>)
        8    0.000    0.000    0.000    0.000 pathlib.py:835(stat)
        1    0.000    0.000    0.000    0.000 getlimits.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hatch.py:1(<module>)
       44    0.000    0.000    0.000    0.000 results.py:663(copy)
      102    0.000    0.000    0.000    0.000 _linalg.py:201(_realType)
       65    0.000    0.000    0.000    0.000 inspect.py:2150(_signature_is_builtin)
     1890    0.000    0.000    0.000    0.000 __init__.py:887(<lambda>)
       50    0.000    0.000    0.000    0.000 getlimits.py:103(_float_conv)
     1359    0.000    0.000    0.000    0.000 inspect.py:3089(parameters)
      790    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        1    0.000    0.000    0.000    0.000 _trifinder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lines.py:230(Line2D)
      110    0.000    0.000    0.000    0.000 __init__.py:28(decorator)
       77    0.000    0.000    0.000    0.000 numerictypes.py:475(issubdtype)
        4    0.000    0.000    0.000    0.000 colors.py:2630(Norm)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1008(TimerBase)
        1    0.000    0.000    0.000    0.000 pathlib.py:628(with_name)
       29    0.000    0.000    0.000    0.000 __init__.py:1497(__init__)
        1    0.000    0.000    0.000    0.000 exceptions.py:30(ParseBaseException)
      229    0.000    0.000    0.000    0.000 transforms.py:1330(<genexpr>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:626(_register_types)
      598    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
      265    0.000    0.000    0.000    0.000 overrides.py:107(array_function_dispatch)
      110    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:731(_validate_hash_pyc)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ufunclike_impl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tz.py:1475(GettzFunc)
        2    0.000    0.000    0.000    0.000 core.py:4337(_setResultsName)
       54    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath._make_extobj}
        2    0.000    0.000    0.000    0.000 dataclasses.py:882(_hash_add)
      323    0.000    0.000    0.000    0.000 __init__.py:821(__iter__)
        1    0.000    0.000    0.000    0.000 core.py:5629(__init__)
        1    0.000    0.000    0.000    0.000 core.py:3204(view)
        1    0.000    0.000    0.000    0.000 backend_tools.py:29(Cursors)
        1    0.000    0.000    0.000    0.000 path.py:24(Path)
        2    0.000    0.000    0.000    0.000 dataclasses.py:675(_hash_fn)
        6    0.000    0.000    0.000    0.000 pathlib.py:870(is_dir)
       35    0.000    0.000    0.000    0.000 ipaddress.py:1631(_make_netmask)
        5    0.000    0.000    0.000    0.000 cbook.py:800(__init__)
        1    0.000    0.000    0.000    0.000 _distributor_init.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rcsetup.py:36(__getattr__)
        1    0.000    0.000    0.000    0.000 axis.py:557(Axis)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
       36    0.000    0.000    0.000    0.000 dataclasses.py:701(_is_type)
        1    0.000    0.000    0.000    0.000 backend_bases.py:677(GraphicsContextBase)
      133    0.000    0.000    0.000    0.000 core.py:1929(set_whitespace_chars)
       30    0.000    0.000    0.000    0.000 pathlib.py:583(name)
      139    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 core.py:4198(ParseExpression)
        1    0.000    0.000    0.000    0.000 patches.py:1313(Arrow)
        1    0.000    0.000    0.000    0.000 core.py:230(reload_library)
       33    0.000    0.000    0.000    0.000 enum.py:956(_check_for_existing_members_)
      148    0.000    0.000    0.000    0.000 inspect.py:1832(_shadowed_dict)
        1    0.000    0.000    0.000    0.000 deprecation.py:1(<module>)
       44    0.000    0.000    0.000    0.000 core.py:3451(_generateDefaultName)
       29    0.000    0.000    0.000    0.000 pathlib.py:618(stem)
      358    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
      264    0.000    0.000    0.000    0.000 <frozen posixpath>:41(_get_sep)
       44    0.000    0.000    0.000    0.000 core.py:4442(<genexpr>)
       19    0.000    0.000    0.000    0.000 __init__.py:150(__init__)
        1    0.000    0.000    0.000    0.000 _cm.py:1(<module>)
       46    0.000    0.000    0.000    0.000 typing.py:1569(<genexpr>)
        1    0.000    0.000    0.000    0.000 ImageColor.py:1(<module>)
        2    0.000    0.000    0.000    0.000 deprecation.py:314(delete_parameter)
        4    0.000    0.000    0.000    0.000 inspect.py:3121(__hash__)
       21    0.000    0.000    0.000    0.000 <frozen os>:709(__getitem__)
        2    0.000    0.000    0.000    0.000 pathlib.py:164(select_from)
      229    0.000    0.000    0.000    0.000 transforms.py:1336(<genexpr>)
        1    0.000    0.000    0.000    0.000 _datasource.py:1(<module>)
       30    0.000    0.000    0.000    0.000 rcsetup.py:63(__init__)
        1    0.000    0.000    0.000    0.000 core.py:5928(Forward)
       59    0.000    0.000    0.000    0.000 core.py:2103(set_name)
       85    0.000    0.000    0.000    0.000 typing.py:307(_unpack_args)
      463    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        1    0.000    0.000    0.000    0.000 Image.py:138(Transpose)
        4    0.000    0.000    0.000    0.000 core.py:1196(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:383(_IPAddressBase)
       63    0.000    0.000    0.000    0.000 _inspect.py:145(<lambda>)
       22    0.000    0.000    0.000    0.000 core.py:1110(reset_cache)
        4    0.000    0.000    0.000    0.000 getlimits.py:88(_str_smallest_subnormal)
        1    0.000    0.000    0.000    0.000 transforms.py:2172(BlendedGenericTransform)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
       51    0.000    0.000    0.000    0.000 _linalg.py:256(_assert_stacked_square)
        8    0.000    0.000    0.000    0.000 core.py:5448(__init__)
       76    0.000    0.000    0.000    0.000 signal.py:9(<lambda>)
       18    0.000    0.000    0.000    0.000 typing.py:2510(overload)
       54    0.000    0.000    0.000    0.000 {method 'reset' of '_contextvars.ContextVar' objects}
       87    0.000    0.000    0.000    0.000 pathlib.py:569(_tail)
        1    0.000    0.000    0.000    0.000 texmanager.py:56(TexManager)
