LebwohlLasher.py: Size: 50, Steps: 50, T*: 0.500: Order: 0.416, Time: 3.268713 s
         1497901 function calls (1481118 primitive calls) in 5.006 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 table.py:239(Table)
        1    0.000    0.000    0.000    0.000 collections.py:1502(RegularPolyCollection)
        2    0.000    0.000    0.000    0.000 core.py:3840(_generateDefaultName)
       53    0.000    0.000    0.000    0.000 six.py:182(_add_module)
        1    0.000    0.000    0.000    0.000 ImageChops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:1226(Wedge)
        1    0.000    0.000    0.000    0.000 patches.py:1570(CirclePolygon)
        1    0.000    0.000    0.000    0.000 font_manager.py:588(FontProperties)
        1    0.000    0.000    0.000    0.000 random.py:110(Random)
        1    0.000    0.000    0.000    0.000 __init__.py:592(__init__)
        1    0.000    0.000    0.000    0.000 core.py:6938(_extrema_operation)
        3    0.000    0.000    0.000    0.000 six.py:96(__get__)
        1    0.000    0.000    0.000    0.000 font_manager.py:1042(FontManager)
        1    0.000    0.000    0.000    0.000 {method 'strftime' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 rcsetup.py:281(_validate_toolbar)
       93    0.000    0.000    0.000    0.000 __init__.py:108(<lambda>)
       24    0.000    0.000    0.000    0.000 deprecation.py:97(deprecated)
       47    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
      156    0.000    0.000    0.000    0.000 core.py:889(postParse)
      100    0.000    0.000    0.000    0.000 fromnumeric.py:3323(_prod_dispatcher)
        1    0.000    0.000    0.000    0.000 core.py:1331(_replace_dtype_fields_recursive)
       23    0.000    0.000    0.000    0.000 typing.py:1088(<genexpr>)
        1    0.000    0.000    0.000    0.000 _linalg.py:106(EighResult)
        7    0.000    0.000    0.000    0.000 legend_handler.py:171(__init__)
        2    0.000    0.000    0.000    0.000 rcsetup.py:446(validate_whiskers)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1062(Char)
        1    0.000    0.000    0.000    0.000 patches.py:1962(Circle)
        1    0.000    0.000    0.000    0.000 _mathtext.py:428(BakomaFonts)
        1    0.000    0.000    0.000    0.000 colorbar.py:196(Colorbar)
        2    0.000    0.000    0.000    0.000 {built-in method posix.mkdir}
       42    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:84(<genexpr>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:907(AnchoredOffsetbox)
      112    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
        1    0.000    0.000    0.000    0.000 _nbit.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:824(Path)
        1    0.000    0.000    0.000    0.000 quiver.py:277(QuiverKey)
        1    0.000    0.000    0.000    0.000 unicode.py:31(unicode_set)
        1    0.000    0.000    0.000    0.000 core.py:103(__diag__)
       33    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 _linalg.py:114(SlogdetResult)
       24    0.000    0.000    0.000    0.000 patches.py:2351(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
       53    0.000    0.000    0.000    0.000 <frozen _collections_abc>:341(__subclasshook__)
        4    0.000    0.000    0.000    0.000 legend_handler.py:214(__init__)
        1    0.000    0.000    0.000    0.000 collections.py:1967(EllipseCollection)
        1    0.000    0.000    0.000    0.000 _linalg.py:118(SVDResult)
        1    0.000    0.000    0.000    0.000 _parser.py:1373(_result)
       64    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multiarray.py:81(_override___module__)
       48    0.000    0.000    0.000    0.000 {method 'issuperset' of 'set' objects}
        1    0.000    0.000    0.000    0.000 platform.py:896(uname)
        2    0.000    0.000    0.000    0.000 enum.py:1676(global_enum)
        1    0.000    0.000    0.000    0.000 core.py:321(condition_as_parse_action)
        5    0.000    0.000    0.000    0.000 rcsetup.py:237(_validate_pathlike)
       12    0.000    0.000    0.000    0.000 dataclasses.py:404(field)
        1    0.000    0.000    0.000    0.000 colorizer.py:38(Colorizer)
       17    0.000    0.000    0.000    0.000 inspect.py:2855(__hash__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1487(IPv4Network)
        1    0.000    0.000    0.000    0.000 defmatrix.py:73(matrix)
       37    0.000    0.000    0.000    0.000 {method 'as_arrays' of 'numpy._core._multiarray_umath._array_converter' objects}
        1    0.000    0.000    0.000    0.000 numbers.py:57(Complex)
       68    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
       15    0.000    0.000    0.000    0.000 enum.py:815(__iter__)
      129    0.000    0.000    0.000    0.000 results.py:30(__getitem__)
      100    0.000    0.000    0.000    0.000 enum.py:941(<lambda>)
        1    0.000    0.000    0.000    0.000 tz.py:41(tzutc)
       12    0.000    0.000    0.000    0.000 dataclasses.py:489(_field_init)
       11    0.000    0.000    0.000    0.000 typing.py:2344(get_origin)
        1    0.000    0.000    0.000    0.000 textpath.py:26(__init__)
       42    0.000    0.000    0.000    0.000 typing.py:2820(<genexpr>)
        1    0.000    0.000    0.000    0.000 patches.py:990(PathPatch)
       37    0.000    0.000    0.000    0.000 {method 'wrap' of 'numpy._core._multiarray_umath._array_converter' objects}
        1    0.000    0.000    0.000    0.000 gzip.py:146(GzipFile)
        1    0.000    0.000    0.000    0.000 quiver.py:915(Barbs)
        1    0.000    0.000    0.000    0.000 threading.py:616(set)
       65    0.000    0.000    0.000    0.000 results.py:297(__bool__)
       43    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 exceptions.py:87(RankWarning)
        8    0.000    0.000    0.000    0.000 util.py:119(clear)
      134    0.000    0.000    0.000    0.000 contextlib.py:443(__enter__)
        2    0.000    0.000    0.000    0.000 arrayprint.py:561(decorating_function)
       14    0.000    0.000    0.000    0.000 dataclasses.py:857(_set_qualname)
        1    0.000    0.000    0.000    0.000 _factories.py:26(__init__)
        1    0.000    0.000    0.000    0.000 collections.py:2352(QuadMesh)
       43    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        1    0.000    0.000    0.000    0.000 _deprecate.py:1(<module>)
       10    0.000    0.000    0.000    0.000 axis.py:2339(_make_getset_interval)
        1    0.000    0.000    0.000    0.000 _common.py:149(_tzinfo)
       26    0.000    0.000    0.000    0.000 typing.py:2004(<genexpr>)
       20    0.000    0.000    0.000    0.000 inspect.py:3113(<genexpr>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1611(_BaseV6)
       18    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:20(type_aliases_gen)
        1    0.000    0.000    0.000    0.000 collections.py:2135(TriMesh)
        1    0.000    0.000    0.000    0.000 art3d.py:225(Line3D)
        1    0.000    0.000    0.000    0.000 colors.py:2119(Normalize)
       26    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
        1    0.000    0.000    0.000    0.000 _array_utils_impl.py:1(<module>)
        5    0.000    0.000    0.000    0.000 typing.py:1442(__mro_entries__)
        4    0.000    0.000    0.000    0.000 core.py:5759(_generateDefaultName)
       27    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       57    0.000    0.000    0.000    0.000 __init__.py:266(<genexpr>)
        3    0.000    0.000    0.000    0.000 {built-in method posix.uname}
       29    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
       30    0.000    0.000    0.000    0.000 core.py:4740(<genexpr>)
       40    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
       77    0.000    0.000    0.000    0.000 signal.py:16(<lambda>)
        3    0.000    0.000    0.000    0.000 core.py:783(add_parse_action)
       22    0.000    0.000    0.000    0.000 util.py:209(__init__)
        1    0.000    0.000    0.000    0.000 testing.py:139(TestParseResultsAsserts)
        8    0.000    0.000    0.000    0.000 rrule.py:77(<genexpr>)
        3    0.000    0.000    0.000    0.000 legend_handler.py:433(__init__)
       44    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1280(__init__)
        1    0.000    0.000    0.000    0.000 core.py:6370(__init__)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:382(PngStream)
       30    0.000    0.000    0.000    0.000 __init__.py:811(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:1156(LockableBbox)
       51    0.000    0.000    0.000    0.000 fromnumeric.py:2584(_all_dispatcher)
       17    0.000    0.000    0.000    0.000 enum.py:1187(_generate_next_value_)
        3    0.000    0.000    0.000    0.000 colors.py:1522(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:680(Colormap)
        1    0.000    0.000    0.000    0.000 _internal.py:253(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 threading.py:873(Thread)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
        2    0.000    0.000    0.000    0.000 <frozen os>:717(__setitem__)
        6    0.000    0.000    0.000    0.000 rcsetup.py:185(_make_type_validator)
        2    0.000    0.000    0.000    0.000 <frozen os>:723(__delitem__)
        1    0.000    0.000    0.000    0.000 subprocess.py:126(CalledProcessError)
       19    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 numbers.py:319(Integral)
        1    0.000    0.000    0.000    0.000 backend_bases.py:130(RendererBase)
        5    0.000    0.000    0.000    0.000 functools.py:844(_is_union_type)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
       55    0.000    0.000    0.000    0.000 colors.py:414(<genexpr>)
        1    0.000    0.000    0.000    0.000 collections.py:964(_CollectionWithSizes)
        6    0.000    0.000    0.000    0.000 functools.py:848(_is_valid_dispatch_type)
        1    0.000    0.000    0.000    0.000 widgets.py:3133(RectangleSelector)
      134    0.000    0.000    0.000    0.000 six.py:93(__init__)
        1    0.000    0.000    0.000    0.000 mathtext.py:48(__init__)
       30    0.000    0.000    0.000    0.000 core.py:774(<genexpr>)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:267(__init__)
       33    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 art3d.py:104(Text3D)
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
       29    0.000    0.000    0.000    0.000 getlimits.py:722(max)
       37    0.000    0.000    0.000    0.000 fromnumeric.py:3523(ndim)
        2    0.000    0.000    0.000    0.000 decoder.py:285(__init__)
        1    0.000    0.000    0.000    0.000 _linalg.py:110(QRResult)
        2    0.000    0.000    0.000    0.000 tokenize.py:390(find_cookie)
        1    0.000    0.000    0.000    0.000 colors.py:1514(BivarColormap)
        1    0.000    0.000    0.000    0.000 __init__.py:1878(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 _common.py:21(package_to_anchor)
        1    0.000    0.000    0.000    0.000 _array_like.py:36(_SupportsArrayFunc)
        1    0.000    0.000    0.000    0.000 core.py:2646(__init__)
       78    0.000    0.000    0.000    0.000 signal.py:21(<lambda>)
        2    0.000    0.000    0.000    0.000 <frozen posixpath>:408(abspath)
        1    0.000    0.000    0.000    0.000 socket.py:215(socket)
       25    0.000    0.000    0.000    0.000 getlimits.py:709(min)
       51    0.000    0.000    0.000    0.000 numeric.py:92(_zeros_like_dispatcher)
       21    0.000    0.000    0.000    0.000 typing.py:2880(_namedtuple_mro_entries)
        1    0.000    0.000    0.000    0.000 axis.py:2369(XAxis)
        1    0.000    0.000    0.000    0.000 ImagePalette.py:31(ImagePalette)
        1    0.000    0.000    0.000    0.000 ticker.py:397(ScalarFormatter)
        5    0.000    0.000    0.000    0.000 weakref.py:510(update)
        3    0.000    0.000    0.000    0.000 enum.py:1525(__repr__)
        1    0.000    0.000    0.000    0.000 colors.py:2445(CenteredNorm)
        1    0.000    0.000    0.000    0.000 core.py:5262(__init__)
       32    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 legend_handler.py:633(__init__)
        6    0.000    0.000    0.000    0.000 _nbit_base.py:57(__init_subclass__)
        1    0.000    0.000    0.000    0.000 npyio.py:1(<module>)
        2    0.000    0.000    0.000    0.000 dataclasses.py:428(_fields_in_init_order)
       44    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
       24    0.000    0.000    0.000    0.000 cbook.py:1860(_str_equal)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:966(clear)
        1    0.000    0.000    0.000    0.000 registry.py:15(BackendRegistry)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:9(Gcf)
        3    0.000    0.000    0.000    0.000 core.py:5443(_generateDefaultName)
       26    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
        1    0.000    0.000    0.000    0.000 Image.py:3689(register_open)
        1    0.000    0.000    0.000    0.000 colors.py:98(ColorSequenceRegistry)
        1    0.000    0.000    0.000    0.000 _binary.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
        6    0.000    0.000    0.000    0.000 dataclasses.py:437(_tuple_str)
        1    0.000    0.000    0.000    0.000 image.py:1007(NonUniformImage)
        1    0.000    0.000    0.000    0.000 platform.py:849(uname_result)
        1    0.000    0.000    0.000    0.000 polar.py:32(PolarTransform)
        1    0.000    0.000    0.000    0.000 colors.py:62(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:892(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 rcsetup.py:311(_validate_color_or_linecolor)
       12    0.000    0.000    0.000    0.000 legend_handler.py:62(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:958(createLock)
       42    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        1    0.000    0.000    0.000    0.000 numbers.py:172(Real)
        2    0.000    0.000    0.000    0.000 six.py:194(find_spec)
        6    0.000    0.000    0.000    0.000 _exceptions.py:16(_display_as_base)
        1    0.000    0.000    0.000    0.000 pickle.py:404(_Pickler)
        1    0.000    0.000    0.000    0.000 _trifinder.py:7(TriFinder)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 tz.py:132(tzoffset)
        1    0.000    0.000    0.000    0.000 core.py:3322(Regex)
        1    0.000    0.000    0.000    0.000 axis.py:2593(YAxis)
        1    0.000    0.000    0.000    0.000 tempfile.py:864(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 core.py:4066(__init__)
        6    0.000    0.000    0.000    0.000 inspect.py:1463(formatannotation)
        4    0.000    0.000    0.000    0.000 rcsetup.py:246(validate_fonttype)
       30    0.000    0.000    0.000    0.000 version.py:471(_parse_letter_version)
        1    0.000    0.000    0.000    0.000 __init__.py:21(__deprecated_private_func)
        1    0.000    0.000    0.000    0.000 transforms.py:1882(Affine2D)
        1    0.000    0.000    0.000    0.000 _shape.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parse.py:152(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 core.py:80(__compat__)
        1    0.000    0.000    0.000    0.000 _secondary_axes.py:12(SecondaryAxis)
        1    0.000    0.000    0.000    0.000 widgets.py:2456(SpanSelector)
        1    0.000    0.000    0.000    0.000 calendar.py:96(_localized_month)
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:104(_check_methods)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1285(_sanity_check)
        1    0.000    0.000    0.000    0.000 util.py:103(__init__)
        1    0.000    0.000    0.000    0.000 ast.py:78(_convert_signed_num)
        1    0.000    0.000    0.000    0.000 dviread.py:1023(_LuatexKpsewhich)
       18    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 _exceptions.py:108(_ArrayMemoryError)
        6    0.000    0.000    0.000    0.000 <frozen os>:795(decode)
       11    0.000    0.000    0.000    0.000 typing.py:1097(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:450(validate)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:326(AxisConcatenator)
        5    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        2    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        1    0.000    0.000    0.000    0.000 subprocess.py:470(CompletedProcess)
        1    0.000    0.000    0.000    0.000 ticker.py:2042(MaxNLocator)
        1    0.000    0.000    0.000    0.000 font_manager.py:537(_cleanup_fontproperties_init)
        5    0.000    0.000    0.000    0.000 core.py:6604(token_map)
        1    0.000    0.000    0.000    0.000 Image.py:3765(register_extensions)
        1    0.000    0.000    0.000    0.000 threading.py:588(__init__)
        5    0.000    0.000    0.000    0.000 version.py:78(__lt__)
        1    0.000    0.000    0.000    0.000 util.py:15(__config_flags)
        1    0.000    0.000    0.000    0.000 _tight_layout.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:919(Handler)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rrule.py:1418(_rrulestr)
        1    0.000    0.000    0.000    0.000 ticker.py:1336(EngFormatter)
        1    0.000    0.000    0.000    0.000 gridspec.py:26(GridSpecBase)
        1    0.000    0.000    0.000    0.000 transforms.py:2332(CompositeGenericTransform)
       12    0.000    0.000    0.000    0.000 functools.py:968(__init__)
       46    0.000    0.000    0.000    0.000 dataclasses.py:461(<genexpr>)
        1    0.000    0.000    0.000    0.000 traceback.py:248(FrameSummary)
        2    0.000    0.000    0.000    0.000 core.py:3924(_generateDefaultName)
       44    0.000    0.000    0.000    0.000 core.py:4729(<genexpr>)
       11    0.000    0.000    0.000    0.000 typing.py:295(_check_generic)
        6    0.000    0.000    0.000    0.000 __init__.py:100(check_in_list)
       58    0.000    0.000    0.000    0.000 pathlib.py:176(_select_from)
        2    0.000    0.000    0.000    0.000 linecache.py:152(lazycache)
        1    0.000    0.000    0.000    0.000 transforms.py:1277(Transform)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1004(Node)
        1    0.000    0.000    0.000    0.000 axes3d.py:4044(_Quaternion)
        1    0.000    0.000    0.000    0.000 polar.py:812(PolarAxes)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1336(__init__)
        7    0.000    0.000    0.000    0.000 getlimits.py:161(_register_type)
        1    0.000    0.000    0.000    0.000 six.py:236(create_module)
        1    0.000    0.000    0.000    0.000 __init__.py:1117(StreamHandler)
       23    0.000    0.000    0.000    0.000 {built-in method sys._getframemodulename}
        3    0.000    0.000    0.000    0.000 rcsetup.py:591(_validate_greaterequal0_lessequal1)
        1    0.000    0.000    0.000    0.000 getlimits.py:385(finfo)
        6    0.000    0.000    0.000    0.000 six.py:131(__init__)
       25    0.000    0.000    0.000    0.000 helpers.py:275(<genexpr>)
        3    0.000    0.000    0.000    0.000 cm.py:90(__init__)
       17    0.000    0.000    0.000    0.000 results.py:300(__iter__)
       36    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 tz.py:1545(__init__)
       51    0.000    0.000    0.000    0.000 multiarray.py:115(empty_like)
        1    0.000    0.000    0.000    0.000 abc.py:16(ResourceReader)
       10    0.000    0.000    0.000    0.000 enum.py:117(_iter_bits_lsb)
       74    0.000    0.000    0.000    0.000 util.py:264(no_escape_re_range_char)
       33    0.000    0.000    0.000    0.000 core.py:5028(recurse)
       34    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 relativedelta.py:18(relativedelta)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1353(_get_parent_path)
        1    0.000    0.000    0.000    0.000 selectors.py:290(SelectSelector)
       51    0.000    0.000    0.000    0.000 shape_base.py:76(_atleast_2d_dispatcher)
       10    0.000    0.000    0.000    0.000 enum.py:827(__members__)
       22    0.000    0.000    0.000    0.000 _type_aliases.py:118(<lambda>)
        1    0.000    0.000    0.000    0.000 collections.py:1260(FillBetweenPolyCollection)
        1    0.000    0.000    0.000    0.000 transforms.py:2526(BboxTransform)
       37    0.000    0.000    0.000    0.000 function_base.py:21(_linspace_dispatcher)
        1    0.000    0.000    0.000    0.000 ast.py:74(_convert_num)
        1    0.000    0.000    0.000    0.000 figure.py:2214(SubFigure)
        1    0.000    0.000    0.000    0.000 __init__.py:1482(Logger)
       24    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
       37    0.000    0.000    0.000    0.000 fromnumeric.py:3519(_ndim_dispatcher)
       10    0.000    0.000    0.000    0.000 core.py:4087(parseImpl)
        1    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
       19    0.000    0.000    0.000    0.000 {method 'get' of '_contextvars.ContextVar' objects}
        6    0.000    0.000    0.000    0.000 threading.py:124(RLock)
        1    0.000    0.000    0.000    0.000 _arrayterator_impl.py:16(Arrayterator)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:753(PngImageFile)
        1    0.000    0.000    0.000    0.000 contour.py:551(ContourSet)
        6    0.000    0.000    0.000    0.000 signal.py:51(decorator)
        1    0.000    0.000    0.000    0.000 widgets.py:3737(PolygonSelector)
        6    0.000    0.000    0.000    0.000 __init__.py:45(__init__)
        2    0.000    0.000    0.000    0.000 rcsetup.py:569(validate_sketch)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:407(__subclasshook__)
        3    0.000    0.000    0.000    0.000 traceback.py:391(extended_frame_gen)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1371(__iter__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1139(_BaseV4)
        1    0.000    0.000    0.000    0.000 traceback.py:679(TracebackException)
        1    0.000    0.000    0.000    0.000 _factories.py:56(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1867(__init__)
       68    0.000    0.000    0.000    0.000 inspect.py:3093(return_annotation)
        1    0.000    0.000    0.000    0.000 __init__.py:656(RcParams)
       20    0.000    0.000    0.000    0.000 <frozen _collections_abc>:435(__subclasshook__)
        1    0.000    0.000    0.000    0.000 functools.py:864(<lambda>)
       33    0.000    0.000    0.000    0.000 <frozen codecs>:260(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:563(ColorConverter)
        1    0.000    0.000    0.000    0.000 _afm.py:358(AFM)
        7    0.000    0.000    0.000    0.000 rrule.py:70(__init__)
        1    0.000    0.000    0.000    0.000 _mathtext.py:323(TruetypeFonts)
        2    0.000    0.000    0.000    0.000 core.py:6843(__setattr__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1231(_resolve_name)
        1    0.000    0.000    0.000    0.000 transforms.py:1686(TransformWrapper)
        4    0.000    0.000    0.000    0.000 numerictypes.py:239(obj2sctype)
        1    0.000    0.000    0.000    0.000 shlex.py:19(shlex)
        1    0.000    0.000    0.000    0.000 cbook.py:35(_ExceptionInfo)
        1    0.000    0.000    0.000    0.000 threading.py:424(notify_all)
        1    0.000    0.000    0.000    0.000 lines.py:1644(VertexSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
       24    0.000    0.000    0.000    0.000 dataclasses.py:683(_is_classvar)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:997(exec_module)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2215(IPv6Interface)
        1    0.000    0.000    0.000    0.000 backend_managers.py:32(ToolManager)
        1    0.000    0.000    0.000    0.000 stackplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 textpath.py:20(TextToPath)
       14    0.000    0.000    0.000    0.000 mixins.py:26(_reflected_binary_method)
        1    0.000    0.000    0.000    0.000 calendar.py:449(HTMLCalendar)
       48    0.000    0.000    0.000    0.000 pathlib.py:560(root)
        1    0.000    0.000    0.000    0.000 gridspec.py:521(SubplotSpec)
        1    0.000    0.000    0.000    0.000 __init__.py:442(LibraryLoader)
        1    0.000    0.000    0.000    0.000 axis3d.py:729(XAxis)
        1    0.000    0.000    0.000    0.000 cm.py:66(ColormapRegistry)
        8    0.000    0.000    0.000    0.000 relativedelta.py:13(<genexpr>)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:55(_get_platform_and_machine)
        7    0.000    0.000    0.000    0.000 _pytesttester.py:75(__init__)
       33    0.000    0.000    0.000    0.000 __init__.py:79(<genexpr>)
        4    0.000    0.000    0.000    0.000 typing.py:2319(_strip_annotations)
        2    0.000    0.000    0.000    0.000 rcsetup.py:431(_validate_mathtext_fallback)
        1    0.000    0.000    0.000    0.000 <frozen os>:1116(__subclasshook__)
        1    0.000    0.000    0.000    0.000 __init__.py:262(_register_at_fork_reinit_lock)
        1    0.000    0.000    0.000    0.000 artist.py:87(_finalize_rasterization)
        5    0.000    0.000    0.000    0.000 rcsetup.py:583(_validate_greaterthan_minushalf)
        1    0.000    0.000    0.000    0.000 random.py:222(__init_subclass__)
        1    0.000    0.000    0.000    0.000 ElementTree.py:126(Element)
        1    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
        1    0.000    0.000    0.000    0.000 traceback.py:374(StackSummary)
        1    0.000    0.000    0.000    0.000 ipaddress.py:563(_BaseAddress)
        5    0.000    0.000    0.000    0.000 <frozen os>:853(fsdecode)
        1    0.000    0.000    0.000    0.000 ticker.py:1833(LinearLocator)
        1    0.000    0.000    0.000    0.000 _structures.py:6(InfinityType)
        8    0.000    0.000    0.000    0.000 core.py:5463(stopOn)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        3    0.000    0.000    0.000    0.000 weakref.py:495(popitem)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1773(C14NWriterTarget)
        1    0.000    0.000    0.000    0.000 ElementTree.py:466(QName)
        1    0.000    0.000    0.000    0.000 GimpPaletteFile.py:23(GimpPaletteFile)
        1    0.000    0.000    0.000    0.000 _internal.py:262(_ctypes)
        1    0.000    0.000    0.000    0.000 axis.py:482(Ticker)
       12    0.000    0.000    0.000    0.000 dataclasses.py:477(_field_assign)
        1    0.000    0.000    0.000    0.000 _triplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:546(Formatter)
       24    0.000    0.000    0.000    0.000 patches.py:2347(<genexpr>)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1745(ParserState)
        1    0.000    0.000    0.000    0.000 _version.py:13(NumpyVersion)
        1    0.000    0.000    0.000    0.000 _parser.py:241(parserinfo)
        2    0.000    0.000    0.000    0.000 scale.py:713(get_scale_names)
       14    0.000    0.000    0.000    0.000 dataclasses.py:643(<genexpr>)
       33    0.000    0.000    0.000    0.000 results.py:27(__init__)
        1    0.000    0.000    0.000    0.000 ast.py:69(_raise_malformed_node)
       30    0.000    0.000    0.000    0.000 results.py:291(__contains__)
        1    0.000    0.000    0.000    0.000 ticker.py:2762(LogitLocator)
        4    0.000    0.000    0.000    0.000 core.py:5599(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 _expired_attrs_2_0.py:1(<module>)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:288(__subclasshook__)
        1    0.000    0.000    0.000    0.000 {method 'close' of 'select.epoll' objects}
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        2    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 Image.py:3915(Exif)
        1    0.000    0.000    0.000    0.000 colorizer.py:325(_ColorizerInterface)
        1    0.000    0.000    0.000    0.000 colors.py:1261(MultivarColormap)
        2    0.000    0.000    0.000    0.000 Image.py:3754(register_extension)
        1    0.000    0.000    0.000    0.000 ImageFile.py:113(ImageFile)
        4    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        1    0.000    0.000    0.000    0.000 _trirefine.py:12(TriRefiner)
