#=====================================================
# File created:        Wed-29-Oct-2025-at-11-30-44AM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        0.021994
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -1279.1559  0.2533
   00001    0.6152   -2382.6153  0.2668
   00002    0.5820   -2655.7401  0.2858
   00003    0.5584   -2892.4990  0.2888
   00004    0.5448   -3075.7154  0.2865
   00005    0.5276   -3206.0946  0.2921
   00006    0.5096   -3321.3084  0.2846
   00007    0.4996   -3413.1983  0.2849
   00008    0.4896   -3472.0797  0.2827
   00009    0.4712   -3523.7454  0.2817
   00010    0.4676   -3568.3639  0.2846
   00011    0.4780   -3587.2384  0.2847
   00012    0.4608   -3658.3255  0.2859
   00013    0.4580   -3669.7636  0.2894
   00014    0.4744   -3708.8467  0.2903
   00015    0.4484   -3758.1984  0.2953
   00016    0.4568   -3748.0976  0.3019
   00017    0.4540   -3751.5412  0.3050
   00018    0.4532   -3787.4675  0.3092
   00019    0.4612   -3814.6947  0.3111
   00020    0.4500   -3847.3583  0.3145
   00021    0.4564   -3850.1114  0.3161
   00022    0.4508   -3886.0941  0.3140
   00023    0.4552   -3911.7970  0.3163
   00024    0.4412   -3922.8911  0.3253
   00025    0.4332   -3940.1303  0.3304
   00026    0.4380   -3927.8667  0.3315
   00027    0.4408   -3951.7978  0.3345
   00028    0.4472   -3980.7489  0.3319
   00029    0.4396   -3967.0137  0.3380
   00030    0.4336   -4016.3015  0.3446
   00031    0.4096   -4027.8019  0.3506
   00032    0.4292   -4013.7711  0.3476
   00033    0.4380   -4007.0099  0.3488
   00034    0.4328   -4004.1736  0.3487
   00035    0.4428   -4009.3325  0.3499
   00036    0.4344   -3996.4984  0.3442
   00037    0.4332   -4004.0062  0.3500
   00038    0.4364   -4001.0694  0.3453
   00039    0.4196   -4020.4085  0.3479
   00040    0.4280   -4020.9633  0.3513
   00041    0.4428   -4051.4010  0.3486
   00042    0.4272   -4063.1496  0.3452
   00043    0.4252   -4076.5383  0.3449
   00044    0.4204   -4098.9435  0.3462
   00045    0.4296   -4069.2634  0.3458
   00046    0.4348   -4087.8358  0.3450
   00047    0.4300   -4102.6352  0.3459
   00048    0.4344   -4093.4740  0.3427
   00049    0.4304   -4086.8947  0.3436
   00050    0.4320   -4103.3018  0.3499
