#=====================================================
# File created:        Mon-27-Oct-2025-at-12-42-31PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        0.023229
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2514.9999  0.7549
   00001    0.6220   -4789.1710  0.7618
   00002    0.5728   -5349.6899  0.7587
   00003    0.5608   -5753.4030  0.7691
   00004    0.5180   -6159.7829  0.7763
   00005    0.5116   -6468.2277  0.7818
   00006    0.4832   -6677.8107  0.7900
   00007    0.5008   -6896.9305  0.7955
   00008    0.4720   -6966.0644  0.8017
   00009    0.4836   -7043.6997  0.8106
   00010    0.4676   -7189.5111  0.8162
   00011    0.4624   -7281.2518  0.8176
   00012    0.4612   -7316.2370  0.8306
   00013    0.4532   -7348.4072  0.8295
   00014    0.4560   -7424.6223  0.8273
   00015    0.4472   -7506.5731  0.8354
   00016    0.4552   -7556.3201  0.8471
   00017    0.4444   -7661.1991  0.8475
   00018    0.4416   -7723.3540  0.8472
   00019    0.4276   -7724.4636  0.8482
   00020    0.4328   -7811.6181  0.8506
   00021    0.4284   -7834.1625  0.8584
   00022    0.4500   -7852.2179  0.8669
   00023    0.4360   -7861.6393  0.8670
   00024    0.4256   -7912.2393  0.8703
   00025    0.4388   -7907.6677  0.8687
   00026    0.4380   -7937.5014  0.8726
   00027    0.4352   -7963.3181  0.8758
   00028    0.4368   -7947.1735  0.8712
   00029    0.4252   -7940.9976  0.8654
   00030    0.4368   -7946.3732  0.8576
   00031    0.4136   -8008.7440  0.8564
   00032    0.4348   -8061.2765  0.8501
   00033    0.4472   -8070.4832  0.8449
   00034    0.4312   -8077.6204  0.8537
   00035    0.4404   -8121.3269  0.8551
   00036    0.4304   -8141.5525  0.8589
   00037    0.4424   -8166.5065  0.8578
   00038    0.4180   -8117.5572  0.8577
   00039    0.4092   -8206.9609  0.8636
   00040    0.4184   -8217.6420  0.8725
   00041    0.4156   -8209.9633  0.8756
   00042    0.4084   -8180.7114  0.8770
   00043    0.4188   -8157.5276  0.8786
   00044    0.4120   -8195.4008  0.8820
   00045    0.4384   -8166.7075  0.8892
   00046    0.4388   -8229.0999  0.8897
   00047    0.4272   -8213.9937  0.8911
   00048    0.4272   -8197.4987  0.8887
   00049    0.4252   -8200.9605  0.8857
   00050    0.4320   -8176.1856  0.8789
