#=====================================================
# File created:        Sat-01-Nov-2025-at-08-52-58AM
# Size of lattice:     50x50
# Number of MC steps:  250
# Reduced temperature: 0.500
# Run time (s):        9.514510
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2497.1813  0.2627 
   00001    0.6852   -3631.1991  0.2637 
   00002    0.6192   -4429.6199  0.2756 
   00003    0.5976   -5049.1966  0.2913 
   00004    0.5560   -5496.3930  0.2927 
   00005    0.5340   -5830.1480  0.2912 
   00006    0.5092   -6047.6780  0.2960 
   00007    0.5092   -6265.0264  0.2858 
   00008    0.5008   -6452.1100  0.2915 
   00009    0.4932   -6580.8545  0.2987 
   00010    0.4948   -6704.7676  0.3049 
   00011    0.4992   -6912.4119  0.3104 
   00012    0.4832   -7030.7494  0.3108 
   00013    0.4668   -7127.6912  0.3139 
   00014    0.4852   -7201.8476  0.3064 
   00015    0.4880   -7282.3299  0.3093 
   00016    0.4644   -7319.8301  0.3182 
   00017    0.4628   -7354.6053  0.3177 
   00018    0.4436   -7368.8746  0.3225 
   00019    0.4532   -7423.1543  0.3210 
   00020    0.4636   -7477.1890  0.3196 
   00021    0.4320   -7509.2346  0.3143 
   00022    0.4700   -7563.3946  0.3152 
   00023    0.4496   -7573.8860  0.3174 
   00024    0.4524   -7557.7046  0.3290 
   00025    0.4308   -7617.5603  0.3248 
   00026    0.4492   -7620.1355  0.3205 
   00027    0.4260   -7677.8695  0.3275 
   00028    0.4600   -7715.8887  0.3284 
   00029    0.4400   -7751.4176  0.3340 
   00030    0.4392   -7788.6342  0.3376 
   00031    0.4312   -7743.4486  0.3357 
   00032    0.4372   -7793.7935  0.3415 
   00033    0.4432   -7837.5139  0.3429 
   00034    0.4200   -7847.5374  0.3394 
   00035    0.4264   -7850.0131  0.3363 
   00036    0.4384   -7859.8950  0.3426 
   00037    0.4444   -7876.2462  0.3407 
   00038    0.4408   -7863.9085  0.3457 
   00039    0.4384   -7898.5435  0.3464 
   00040    0.4308   -7933.4323  0.3523 
   00041    0.4336   -8010.9888  0.3467 
   00042    0.4192   -8041.9784  0.3567 
   00043    0.4252   -8050.7231  0.3577 
   00044    0.4432   -8027.6442  0.3643 
   00045    0.4404   -8043.6339  0.3681 
   00046    0.4116   -8041.3834  0.3688 
   00047    0.4308   -8050.7710  0.3765 
   00048    0.4456   -8061.4883  0.3802 
   00049    0.4280   -8041.1708  0.3744 
   00050    0.4300   -8045.5499  0.3792 
   00051    0.4196   -8125.4224  0.3837 
   00052    0.4216   -8153.2905  0.3899 
   00053    0.4268   -8103.0333  0.3854 
   00054    0.4288   -8088.9640  0.3904 
   00055    0.4232   -8100.2593  0.3964 
   00056    0.4080   -8101.9426  0.4013 
   00057    0.4216   -8080.5701  0.3991 
   00058    0.4288   -8098.4622  0.4007 
   00059    0.4300   -8134.5248  0.3955 
   00060    0.4272   -8108.4337  0.3956 
