#=====================================================
# File created:        Wed-29-Oct-2025-at-11-28-22AM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        0.038129
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -1261.1755  0.2653
   00001    0.6448   -2374.4395  0.2565
   00002    0.5608   -2678.1119  0.2557
   00003    0.5456   -2891.6870  0.2610
   00004    0.5444   -3063.6069  0.2570
   00005    0.5136   -3203.5320  0.2576
   00006    0.5028   -3289.8052  0.2590
   00007    0.4984   -3348.2616  0.2580
   00008    0.4784   -3431.7857  0.2609
   00009    0.4836   -3537.8881  0.2602
   00010    0.4732   -3598.3225  0.2578
   00011    0.4680   -3657.2694  0.2639
   00012    0.4612   -3668.9177  0.2579
   00013    0.4568   -3719.8451  0.2628
   00014    0.4632   -3756.4127  0.2651
   00015    0.4536   -3794.3016  0.2722
   00016    0.4536   -3818.6194  0.2793
   00017    0.4444   -3846.6875  0.2802
   00018    0.4516   -3879.2889  0.2719
   00019    0.4444   -3925.7725  0.2806
   00020    0.4388   -3934.4779  0.2878
   00021    0.4412   -3961.9862  0.2858
   00022    0.4232   -3977.7385  0.2922
   00023    0.4336   -3985.9616  0.2880
   00024    0.4464   -3975.6054  0.2834
   00025    0.4276   -3966.2494  0.2805
   00026    0.4288   -3952.5671  0.2767
   00027    0.4332   -3972.8716  0.2732
   00028    0.4436   -3977.0319  0.2678
   00029    0.4524   -3967.3086  0.2665
   00030    0.4340   -4012.6067  0.2677
   00031    0.4192   -3991.0137  0.2668
   00032    0.4084   -4016.6830  0.2757
   00033    0.4184   -4014.7824  0.2769
   00034    0.4160   -3997.8422  0.2673
   00035    0.4452   -4000.2336  0.2650
   00036    0.4280   -3997.4409  0.2679
   00037    0.4452   -3997.7604  0.2671
   00038    0.4360   -4015.5698  0.2621
   00039    0.4316   -4012.4479  0.2642
   00040    0.4296   -3997.1559  0.2686
   00041    0.4344   -4014.9192  0.2673
   00042    0.4284   -4022.7832  0.2701
   00043    0.4252   -4008.4130  0.2695
   00044    0.4200   -4015.2362  0.2534
   00045    0.4208   -4039.5337  0.2551
   00046    0.4336   -4040.9180  0.2504
   00047    0.4320   -4050.0703  0.2537
   00048    0.4320   -4042.1665  0.2584
   00049    0.4304   -4032.0546  0.2628
   00050    0.4308   -4057.2879  0.2711
