#=====================================================
# File created:        Wed-29-Oct-2025-at-11-28-20AM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        0.041365
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -1283.5420  0.2671
   00001    0.6356   -2379.1576  0.2733
   00002    0.5892   -2689.5999  0.2879
   00003    0.5532   -2864.0674  0.3007
   00004    0.5220   -3021.7290  0.3070
   00005    0.5104   -3133.7478  0.3066
   00006    0.5064   -3271.3067  0.3113
   00007    0.4840   -3337.3275  0.3118
   00008    0.4712   -3410.4977  0.3108
   00009    0.4872   -3462.3805  0.3105
   00010    0.4764   -3564.0841  0.3077
   00011    0.4656   -3576.9284  0.3009
   00012    0.4660   -3575.9939  0.3077
   00013    0.4576   -3646.8886  0.3108
   00014    0.4636   -3700.2675  0.3074
   00015    0.4636   -3740.2309  0.3155
   00016    0.4544   -3766.4693  0.3130
   00017    0.4464   -3797.7296  0.3164
   00018    0.4280   -3821.7520  0.3242
   00019    0.4432   -3846.2434  0.3329
   00020    0.4360   -3883.7150  0.3343
   00021    0.4604   -3908.4044  0.3370
   00022    0.4532   -3920.8179  0.3369
   00023    0.4256   -3950.6874  0.3353
   00024    0.4524   -3953.2823  0.3272
   00025    0.4484   -3941.6853  0.3297
   00026    0.4392   -3957.9145  0.3253
   00027    0.4312   -3966.0607  0.3313
   00028    0.4272   -4007.9222  0.3338
   00029    0.4024   -4006.3443  0.3301
   00030    0.4200   -4017.5074  0.3336
   00031    0.4272   -4029.2659  0.3402
   00032    0.4160   -4047.7082  0.3355
   00033    0.4256   -4048.0181  0.3320
   00034    0.4184   -4051.5196  0.3316
   00035    0.4296   -4021.5236  0.3294
   00036    0.4360   -4023.8632  0.3332
   00037    0.4256   -4060.8429  0.3346
   00038    0.4080   -4070.2735  0.3339
   00039    0.4184   -4057.0033  0.3341
   00040    0.4156   -4071.2814  0.3272
   00041    0.4344   -4094.1093  0.3299
   00042    0.4276   -4094.3736  0.3331
   00043    0.4204   -4101.9016  0.3363
   00044    0.4232   -4114.8658  0.3354
   00045    0.4248   -4116.5920  0.3429
   00046    0.4216   -4113.1620  0.3478
   00047    0.4280   -4097.9861  0.3453
   00048    0.4152   -4121.0787  0.3468
   00049    0.4016   -4133.0958  0.3470
   00050    0.4044   -4118.4951  0.3574
