#=====================================================
# File created:        Mon-27-Oct-2025-at-12-11-55PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        0.964395
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2461.4868  0.7550
   00001    0.6828   -3654.7631  0.7640
   00002    0.6288   -4469.4218  0.7649
   00003    0.5872   -5069.0219  0.7713
   00004    0.5660   -5460.6352  0.7764
   00005    0.5300   -5786.4339  0.7745
   00006    0.5208   -6120.1233  0.7826
   00007    0.5076   -6376.5607  0.7966
   00008    0.5004   -6594.4587  0.7917
   00009    0.5052   -6732.0782  0.7875
   00010    0.4700   -6818.2944  0.7910
   00011    0.4612   -6991.6785  0.7959
   00012    0.4880   -7122.5865  0.7902
   00013    0.4584   -7213.6729  0.7962
   00014    0.4620   -7259.9999  0.7944
   00015    0.4616   -7326.5976  0.7914
   00016    0.4636   -7409.0678  0.7938
   00017    0.4664   -7440.2434  0.7992
   00018    0.4484   -7546.7565  0.7946
   00019    0.4452   -7591.7437  0.7945
   00020    0.4468   -7587.9517  0.8043
   00021    0.4468   -7617.6110  0.8100
   00022    0.4376   -7626.2557  0.8118
   00023    0.4652   -7676.7771  0.8071
   00024    0.4384   -7680.5958  0.8108
   00025    0.4444   -7692.4331  0.8085
   00026    0.4520   -7797.4998  0.8085
   00027    0.4296   -7835.8356  0.8066
   00028    0.4232   -7823.1492  0.8107
   00029    0.4364   -7853.9532  0.8050
   00030    0.4228   -7885.8184  0.7983
   00031    0.4276   -7908.3199  0.7990
   00032    0.4224   -7924.9407  0.8005
   00033    0.4268   -7970.6429  0.8073
   00034    0.4324   -7968.5918  0.8085
   00035    0.4276   -7976.3557  0.8088
   00036    0.4284   -8004.9167  0.8094
   00037    0.4456   -8011.9372  0.8081
   00038    0.4284   -8005.7615  0.8076
   00039    0.4268   -7980.5175  0.8053
   00040    0.4284   -8001.8157  0.8065
   00041    0.4204   -8062.1128  0.8109
   00042    0.4184   -8069.5193  0.8074
   00043    0.4104   -8095.9121  0.8097
   00044    0.4272   -8079.6789  0.8152
   00045    0.4120   -8052.5125  0.8122
   00046    0.4228   -8038.0534  0.8045
   00047    0.4424   -8067.0328  0.8049
   00048    0.4252   -8032.0401  0.8075
   00049    0.4340   -8024.9776  0.8062
   00050    0.4360   -8055.7817  0.7995
