#=====================================================
# File created:        Mon-27-Oct-2025-at-12-54-51PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        0.034067
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2512.0777  0.7523
   00001    0.6268   -4750.4691  0.7695
   00002    0.5772   -5305.7976  0.7746
   00003    0.5544   -5741.4985  0.7692
   00004    0.5112   -6054.6655  0.7760
   00005    0.5160   -6389.6440  0.7855
   00006    0.4996   -6622.5039  0.7882
   00007    0.4696   -6776.2928  0.7806
   00008    0.4788   -6907.6883  0.7830
   00009    0.4744   -7045.1211  0.7835
   00010    0.4724   -7202.1524  0.7834
   00011    0.4612   -7292.8789  0.7824
   00012    0.4700   -7410.1269  0.7807
   00013    0.4532   -7508.6901  0.7811
   00014    0.4452   -7540.6149  0.7754
   00015    0.4632   -7615.5349  0.7768
   00016    0.4412   -7602.8734  0.7736
   00017    0.4548   -7652.8697  0.7743
   00018    0.4296   -7678.2872  0.7713
   00019    0.4528   -7692.4942  0.7735
   00020    0.4416   -7771.7396  0.7608
   00021    0.4544   -7798.9809  0.7576
   00022    0.4372   -7858.1069  0.7604
   00023    0.4408   -7875.4548  0.7655
   00024    0.4552   -8005.1021  0.7654
   00025    0.4192   -8009.8282  0.7665
   00026    0.4412   -8006.2506  0.7665
   00027    0.4264   -7995.3604  0.7736
   00028    0.4324   -7970.5151  0.7635
   00029    0.4348   -8009.0882  0.7668
   00030    0.4332   -8036.5269  0.7739
   00031    0.4312   -8072.2521  0.7768
   00032    0.4132   -8084.3146  0.7670
   00033    0.4412   -8081.6262  0.7605
   00034    0.4508   -8071.6073  0.7582
   00035    0.4380   -8137.7031  0.7593
   00036    0.4260   -8168.5695  0.7546
   00037    0.4228   -8189.4347  0.7562
   00038    0.4136   -8225.6261  0.7607
   00039    0.4348   -8244.2926  0.7605
   00040    0.4224   -8241.7580  0.7559
   00041    0.4236   -8276.5552  0.7533
   00042    0.4192   -8278.4960  0.7600
   00043    0.4348   -8246.9612  0.7534
   00044    0.4148   -8219.1438  0.7538
   00045    0.4236   -8230.9769  0.7527
   00046    0.4224   -8213.5887  0.7584
   00047    0.4332   -8196.9490  0.7605
   00048    0.4216   -8164.6865  0.7605
   00049    0.4236   -8177.1829  0.7614
   00050    0.3984   -8192.9016  0.7571
