#=====================================================
# File created:        Sat-01-Nov-2025-at-09-25-14AM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        0.027654
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2505.0671  0.2590
   00001    0.6192   -4672.0710  0.2708
   00002    0.5664   -5288.7124  0.2709
   00003    0.5612   -5682.7207  0.2688
   00004    0.5248   -6088.3834  0.2772
   00005    0.5172   -6365.7568  0.2691
   00006    0.4976   -6627.7903  0.2782
   00007    0.5068   -6760.5481  0.2725
   00008    0.4884   -6874.5833  0.2691
   00009    0.4728   -6996.1843  0.2668
   00010    0.4640   -7083.0050  0.2672
   00011    0.4724   -7178.9449  0.2731
   00012    0.4628   -7273.7889  0.2730
   00013    0.4700   -7322.2129  0.2788
   00014    0.4676   -7398.7423  0.2781
   00015    0.4560   -7453.4394  0.2782
   00016    0.4452   -7490.8991  0.2844
   00017    0.4572   -7565.9769  0.2807
   00018    0.4524   -7585.2918  0.2738
   00019    0.4536   -7656.0206  0.2652
   00020    0.4480   -7704.6843  0.2737
   00021    0.4436   -7738.7239  0.2731
   00022    0.4364   -7833.8018  0.2771
   00023    0.4316   -7866.7627  0.2706
   00024    0.4172   -7932.5206  0.2736
   00025    0.4344   -7929.9151  0.2747
   00026    0.4252   -7922.2625  0.2810
   00027    0.4268   -7891.4699  0.2808
   00028    0.4104   -7953.7953  0.2812
   00029    0.4200   -7952.0712  0.2847
   00030    0.4312   -7987.7383  0.2829
   00031    0.4300   -8002.0342  0.2868
   00032    0.4408   -7973.2966  0.2799
   00033    0.4260   -7953.3356  0.2798
   00034    0.4492   -7933.6380  0.2773
   00035    0.4348   -7916.9710  0.2767
   00036    0.4388   -7955.0094  0.2748
   00037    0.4452   -7947.6527  0.2762
   00038    0.4360   -7966.4896  0.2725
   00039    0.4348   -7989.3084  0.2741
   00040    0.4092   -8069.0420  0.2786
   00041    0.4144   -8151.6955  0.2747
   00042    0.4232   -8183.0320  0.2769
   00043    0.4248   -8133.8945  0.2759
   00044    0.4248   -8102.2915  0.2693
   00045    0.4192   -8145.8228  0.2608
   00046    0.4380   -8124.7501  0.2592
   00047    0.4252   -8115.4110  0.2536
   00048    0.4332   -8118.0170  0.2656
   00049    0.4292   -8129.2629  0.2740
   00050    0.4188   -8094.7287  0.2701
