#=====================================================
# File created:        Sat-01-Nov-2025-at-09-24-56AM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        0.123493
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -1170.1149  0.2639
   00001    0.6332   -2360.1790  0.2702
   00002    0.5740   -2641.2655  0.2800
   00003    0.5440   -2838.0872  0.2747
   00004    0.5424   -3024.6390  0.2619
   00005    0.5060   -3116.2213  0.2671
   00006    0.5036   -3229.1497  0.2818
   00007    0.4924   -3362.3783  0.2789
   00008    0.5016   -3479.7269  0.2736
   00009    0.4664   -3548.7058  0.2660
   00010    0.4680   -3580.5221  0.2619
   00011    0.4504   -3636.7423  0.2562
   00012    0.4624   -3683.8510  0.2534
   00013    0.4600   -3728.2859  0.2580
   00014    0.4372   -3761.9310  0.2627
   00015    0.4308   -3793.5258  0.2655
   00016    0.4572   -3797.6878  0.2621
   00017    0.4524   -3831.2633  0.2613
   00018    0.4560   -3840.9400  0.2593
   00019    0.4368   -3884.0863  0.2674
   00020    0.4328   -3909.8380  0.2727
   00021    0.4420   -3896.7799  0.2771
   00022    0.4400   -3936.1282  0.2788
   00023    0.4484   -3941.8912  0.2860
   00024    0.4304   -3944.1535  0.2837
   00025    0.4364   -3972.2829  0.2847
   00026    0.4380   -3984.0024  0.2913
   00027    0.4316   -3971.8754  0.2875
   00028    0.4428   -3966.0598  0.2918
   00029    0.4188   -3997.2097  0.2928
   00030    0.4368   -4025.5898  0.2950
   00031    0.4316   -4028.6899  0.3005
   00032    0.4228   -4040.4015  0.2972
   00033    0.4328   -4031.9866  0.2963
   00034    0.4240   -4056.6957  0.2946
   00035    0.4248   -4052.6704  0.2911
   00036    0.4324   -4066.4889  0.2896
   00037    0.4332   -4070.2003  0.2913
   00038    0.4180   -4069.9092  0.2933
   00039    0.4292   -4094.9819  0.2939
   00040    0.4364   -4090.9486  0.2949
   00041    0.4384   -4099.8250  0.2908
   00042    0.4264   -4096.3684  0.2944
   00043    0.4300   -4076.6789  0.2966
   00044    0.4120   -4070.3859  0.2948
   00045    0.4320   -4056.7461  0.2966
   00046    0.4128   -4055.8151  0.2877
   00047    0.4208   -4067.3800  0.2804
   00048    0.4304   -4077.9100  0.2870
   00049    0.4260   -4104.4670  0.2850
   00050    0.4160   -4092.2111  0.2837
