#=====================================================
# File created:        Sat-01-Nov-2025-at-08-43-13AM
# Size of lattice:     100x100
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        0.688464
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000  -10040.7180  0.2588
   00001    0.6853  -14852.4833  0.2622
   00002    0.6288  -18068.1750  0.2717
   00003    0.5877  -20303.9563  0.2707
   00004    0.5665  -22095.6897  0.2700
   00005    0.5408  -23341.1581  0.2684
   00006    0.5235  -24489.1621  0.2663
   00007    0.5064  -25428.2854  0.2679
   00008    0.4965  -26121.4983  0.2655
   00009    0.4968  -26726.9430  0.2654
   00010    0.4819  -27178.0733  0.2630
   00011    0.4789  -27713.7583  0.2661
   00012    0.4750  -28203.8719  0.2709
   00013    0.4778  -28630.2503  0.2755
   00014    0.4647  -28920.9848  0.2754
   00015    0.4590  -29169.5298  0.2724
   00016    0.4591  -29321.7720  0.2756
   00017    0.4511  -29618.4772  0.2772
   00018    0.4602  -29782.5846  0.2807
   00019    0.4441  -30027.4485  0.2814
   00020    0.4550  -30272.6636  0.2790
   00021    0.4549  -30479.5648  0.2815
   00022    0.4419  -30703.3458  0.2847
   00023    0.4465  -30793.8317  0.2855
   00024    0.4414  -30954.9575  0.2882
   00025    0.4391  -30971.8746  0.2864
   00026    0.4490  -31095.1876  0.2853
   00027    0.4408  -31248.5926  0.2877
   00028    0.4329  -31307.6700  0.2861
   00029    0.4343  -31439.1485  0.2844
   00030    0.4387  -31520.6469  0.2826
   00031    0.4315  -31538.4187  0.2824
   00032    0.4385  -31614.3913  0.2859
   00033    0.4285  -31731.1916  0.2868
   00034    0.4324  -31763.2566  0.2862
   00035    0.4243  -31919.7024  0.2877
   00036    0.4286  -31965.2722  0.2848
   00037    0.4239  -31973.2888  0.2872
   00038    0.4268  -32016.4620  0.2900
   00039    0.4249  -32067.2618  0.2930
   00040    0.4222  -32081.1845  0.2916
   00041    0.4251  -32058.0647  0.2907
   00042    0.4336  -32170.5721  0.2869
   00043    0.4272  -32177.8091  0.2887
   00044    0.4299  -32213.3388  0.2923
   00045    0.4275  -32330.3000  0.2932
   00046    0.4247  -32430.2193  0.2942
   00047    0.4233  -32474.1077  0.2992
   00048    0.4315  -32439.6515  0.2982
   00049    0.4268  -32447.3680  0.2978
   00050    0.4266  -32447.7738  0.2948
