#=====================================================
# File created:        Mon-27-Oct-2025-at-02-48-42PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        2.230591
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2437.6511  0.2719 
   00001    0.6940   -3698.3220  0.2708 
   00002    0.5992   -4411.2511  0.2781 
   00003    0.5864   -5061.4507  0.2895 
   00004    0.5536   -5526.3745  0.2914 
   00005    0.5384   -5870.5038  0.2937 
   00006    0.5032   -6113.1298  0.2933 
   00007    0.5232   -6411.0606  0.2952 
   00008    0.5072   -6622.2024  0.2989 
   00009    0.4840   -6716.1271  0.2898 
   00010    0.4988   -6848.6077  0.3028 
   00011    0.4880   -6962.8120  0.3062 
   00012    0.4744   -7040.7286  0.3091 
   00013    0.4680   -7131.5373  0.3112 
   00014    0.4504   -7248.3061  0.3165 
   00015    0.4496   -7345.8912  0.3116 
   00016    0.4628   -7367.1883  0.3065 
   00017    0.4676   -7468.8540  0.3081 
   00018    0.4548   -7495.5420  0.3060 
   00019    0.4428   -7522.7428  0.3040 
   00020    0.4380   -7579.8137  0.3070 
   00021    0.4560   -7613.9841  0.3034 
   00022    0.4580   -7683.4658  0.3160 
   00023    0.4380   -7741.4161  0.3184 
   00024    0.4208   -7771.9179  0.3272 
   00025    0.4436   -7779.0333  0.3277 
   00026    0.4324   -7746.4311  0.3287 
   00027    0.4368   -7801.9574  0.3334 
   00028    0.4424   -7781.1416  0.3317 
   00029    0.4304   -7759.7177  0.3289 
   00030    0.4192   -7794.9362  0.3306 
   00031    0.4360   -7827.1195  0.3394 
   00032    0.4400   -7901.0453  0.3492 
   00033    0.4196   -7957.3502  0.3525 
   00034    0.4136   -8006.3988  0.3519 
   00035    0.4264   -8033.8183  0.3527 
   00036    0.4164   -8013.7875  0.3472 
   00037    0.4100   -8030.4662  0.3508 
   00038    0.4236   -8043.5528  0.3456 
   00039    0.4204   -8053.1751  0.3473 
   00040    0.4320   -8068.7606  0.3488 
   00041    0.4376   -8087.3779  0.3493 
   00042    0.4304   -8065.8597  0.3498 
   00043    0.4112   -8136.7524  0.3501 
   00044    0.4384   -8113.2242  0.3499 
   00045    0.4304   -8145.4011  0.3503 
   00046    0.4292   -8074.7790  0.3493 
   00047    0.4436   -8076.5806  0.3496 
   00048    0.4312   -8067.4325  0.3456 
   00049    0.4388   -8090.4858  0.3483 
   00050    0.4332   -8094.2387  0.3478 
