#=====================================================
# File created:        Mon-27-Oct-2025-at-02-23-00PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        1.022825
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2454.6155  0.7597
   00001    0.6648   -3678.4417  0.7658
   00002    0.6336   -4484.6244  0.7753
   00003    0.5808   -5042.5347  0.7771
   00004    0.5544   -5526.1198  0.7902
   00005    0.5480   -5977.6896  0.8000
   00006    0.5240   -6253.1401  0.7965
   00007    0.5080   -6438.7771  0.8043
   00008    0.5040   -6573.5799  0.8007
   00009    0.4920   -6770.3068  0.8089
   00010    0.4684   -6954.1300  0.8084
   00011    0.4836   -7024.8355  0.8070
   00012    0.4684   -7192.6409  0.8175
   00013    0.4464   -7267.5676  0.8254
   00014    0.4532   -7347.8325  0.8289
   00015    0.4464   -7413.7356  0.8271
   00016    0.4424   -7488.7063  0.8334
   00017    0.4424   -7521.5770  0.8322
   00018    0.4472   -7605.3848  0.8358
   00019    0.4508   -7641.6862  0.8364
   00020    0.4460   -7697.9540  0.8457
   00021    0.4608   -7713.4440  0.8473
   00022    0.4428   -7743.1282  0.8442
   00023    0.4440   -7803.8007  0.8465
   00024    0.4544   -7848.4089  0.8557
   00025    0.4372   -7858.6763  0.8557
   00026    0.4276   -7824.7901  0.8610
   00027    0.4368   -7840.9482  0.8601
   00028    0.4324   -7810.4915  0.8560
   00029    0.4320   -7841.1162  0.8568
   00030    0.4252   -7854.1303  0.8625
   00031    0.4232   -7836.2975  0.8667
   00032    0.4444   -7880.9515  0.8724
   00033    0.4384   -7927.4595  0.8812
   00034    0.4340   -7919.7497  0.8792
   00035    0.4284   -7880.1200  0.8789
   00036    0.4316   -7909.2269  0.8833
   00037    0.4508   -7906.5864  0.8924
   00038    0.4220   -7943.2287  0.8987
   00039    0.4200   -7955.2080  0.9033
   00040    0.4216   -8029.2510  0.9087
   00041    0.4260   -8051.9256  0.9118
   00042    0.4360   -8069.8719  0.9201
   00043    0.4220   -8044.5718  0.9220
   00044    0.4356   -8053.7334  0.9228
   00045    0.4396   -8091.7499  0.9289
   00046    0.4364   -8098.8729  0.9345
   00047    0.4280   -8065.8692  0.9394
   00048    0.4324   -8110.1241  0.9426
   00049    0.4076   -8123.1227  0.9437
   00050    0.4148   -8135.1884  0.9495
