#=====================================================
# File created:        Mon-27-Oct-2025-at-02-22-47PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        1.845839
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2702.7874  0.2666 
   00001    0.6736   -3892.2081  0.2750 
   00002    0.6204   -4682.0299  0.2707 
   00003    0.5796   -5195.1193  0.2761 
   00004    0.5436   -5656.0035  0.2782 
   00005    0.5312   -5937.8149  0.2794 
   00006    0.5256   -6207.4609  0.2763 
   00007    0.5020   -6429.7045  0.2795 
   00008    0.4936   -6613.1688  0.2858 
   00009    0.4720   -6760.2133  0.2791 
   00010    0.4892   -6874.9066  0.2747 
   00011    0.4668   -6947.4605  0.2765 
   00012    0.4852   -7048.7923  0.2853 
   00013    0.4616   -7113.5993  0.2854 
   00014    0.4744   -7189.0008  0.2878 
   00015    0.4628   -7296.2885  0.2904 
   00016    0.4680   -7375.9601  0.2900 
   00017    0.4556   -7362.9540  0.2860 
   00018    0.4524   -7422.6251  0.2787 
   00019    0.4576   -7480.1130  0.2841 
   00020    0.4592   -7509.7629  0.2897 
   00021    0.4580   -7598.7719  0.2855 
   00022    0.4496   -7582.2576  0.2849 
   00023    0.4472   -7603.1220  0.2896 
   00024    0.4260   -7612.1122  0.2887 
   00025    0.4352   -7667.7672  0.2905 
   00026    0.4528   -7702.1133  0.2971 
   00027    0.4340   -7705.7773  0.3031 
   00028    0.4212   -7714.8141  0.3013 
   00029    0.4316   -7693.5389  0.3007 
   00030    0.4456   -7765.1624  0.2931 
   00031    0.4396   -7807.9678  0.2911 
   00032    0.4320   -7813.8114  0.2947 
   00033    0.4384   -7826.8841  0.2937 
   00034    0.4540   -7850.3014  0.3063 
   00035    0.4384   -7846.2214  0.2987 
   00036    0.4324   -7838.9156  0.3044 
   00037    0.4436   -7848.1751  0.3087 
   00038    0.4304   -7859.3530  0.3082 
   00039    0.4460   -7878.6037  0.3028 
   00040    0.4260   -7891.2905  0.3123 
   00041    0.4340   -7908.2257  0.3133 
   00042    0.4336   -7880.2984  0.3051 
   00043    0.4400   -7952.6214  0.3095 
   00044    0.4336   -7931.7624  0.3115 
   00045    0.4300   -7925.8414  0.3163 
   00046    0.4428   -7994.4667  0.3176 
   00047    0.4252   -8024.4217  0.3231 
   00048    0.4364   -7996.6103  0.3272 
   00049    0.4372   -8015.9447  0.3288 
   00050    0.4344   -8023.5796  0.3355 
