#=====================================================
# File created:        Wed-29-Oct-2025-at-11-30-22AM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        0.140884
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -1284.9373  0.2733
   00001    0.6064   -2366.1736  0.2775
   00002    0.5808   -2656.9145  0.2890
   00003    0.5540   -2872.8826  0.3000
   00004    0.5344   -3060.9188  0.3203
   00005    0.5276   -3189.7065  0.3391
   00006    0.5260   -3333.7180  0.3432
   00007    0.5000   -3407.5597  0.3470
   00008    0.4696   -3470.3403  0.3517
   00009    0.4680   -3561.1209  0.3544
   00010    0.4612   -3596.6160  0.3470
   00011    0.4620   -3653.7632  0.3489
   00012    0.4612   -3693.5902  0.3467
   00013    0.4832   -3726.5118  0.3484
   00014    0.4624   -3751.9156  0.3488
   00015    0.4480   -3765.6585  0.3483
   00016    0.4452   -3790.5920  0.3470
   00017    0.4440   -3821.1906  0.3443
   00018    0.4316   -3860.6356  0.3486
   00019    0.4368   -3846.3801  0.3440
   00020    0.4516   -3862.6805  0.3497
   00021    0.4344   -3884.1036  0.3513
   00022    0.4440   -3900.2479  0.3523
   00023    0.4424   -3901.2249  0.3551
   00024    0.4268   -3891.3323  0.3591
   00025    0.4372   -3915.9883  0.3660
   00026    0.4348   -3929.3513  0.3708
   00027    0.4412   -3948.6527  0.3791
   00028    0.4160   -3946.9750  0.3823
   00029    0.4228   -3978.9249  0.3912
   00030    0.4296   -3994.8168  0.3974
   00031    0.4324   -3980.9034  0.3997
   00032    0.4388   -3985.1590  0.4089
   00033    0.4160   -3983.2864  0.4059
   00034    0.4180   -4010.4557  0.4143
   00035    0.4172   -4019.0532  0.4095
   00036    0.4304   -4027.8658  0.4078
   00037    0.4256   -4028.2327  0.4068
   00038    0.4324   -4038.6734  0.4001
   00039    0.4308   -4051.1385  0.4013
   00040    0.4140   -4058.3493  0.4064
   00041    0.4196   -4044.9016  0.4130
   00042    0.4320   -4047.6644  0.4180
   00043    0.4312   -4030.1318  0.4175
   00044    0.4356   -4008.7100  0.4149
   00045    0.4428   -4035.5966  0.4191
   00046    0.4336   -4037.5545  0.4161
   00047    0.4336   -4057.9439  0.4122
   00048    0.4284   -4048.9553  0.4045
   00049    0.4224   -4067.4544  0.4110
   00050    0.4252   -4061.1938  0.4137
