#=====================================================
# File created:        Sat-01-Nov-2025-at-08-54-06AM
# Size of lattice:     50x50
# Number of MC steps:  250
# Reduced temperature: 0.500
# Run time (s):        4.876114
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2501.2749  0.2678
   00001    0.6760   -3613.6578  0.2699
   00002    0.6316   -4469.1829  0.2884
   00003    0.5900   -5011.1459  0.2981
   00004    0.5640   -5484.4581  0.2956
   00005    0.5424   -5840.4743  0.3077
   00006    0.5188   -6153.2915  0.3230
   00007    0.5056   -6375.6775  0.3197
   00008    0.4980   -6585.4402  0.3153
   00009    0.4868   -6751.1118  0.3129
   00010    0.4916   -6825.0835  0.3129
   00011    0.4980   -7000.9800  0.3148
   00012    0.4724   -7121.2797  0.3248
   00013    0.4660   -7201.8793  0.3218
   00014    0.4704   -7235.3056  0.3215
   00015    0.4584   -7254.8985  0.3204
   00016    0.4600   -7264.2904  0.3170
   00017    0.4568   -7366.7047  0.3192
   00018    0.4644   -7466.9102  0.3308
   00019    0.4620   -7521.8137  0.3287
   00020    0.4500   -7613.2461  0.3237
   00021    0.4524   -7613.2811  0.3326
   00022    0.4580   -7631.5141  0.3377
   00023    0.4228   -7640.5608  0.3396
   00024    0.4308   -7695.1108  0.3482
   00025    0.4508   -7714.1740  0.3509
   00026    0.4468   -7751.2214  0.3492
   00027    0.4300   -7787.5934  0.3541
   00028    0.4292   -7826.8628  0.3526
   00029    0.4268   -7775.4341  0.3512
   00030    0.4296   -7791.0834  0.3464
   00031    0.4440   -7783.0631  0.3477
   00032    0.4312   -7824.2885  0.3529
   00033    0.4240   -7839.2747  0.3512
   00034    0.4332   -7893.9524  0.3511
   00035    0.4212   -7897.5196  0.3513
   00036    0.4464   -7948.5486  0.3553
   00037    0.4364   -8006.3427  0.3593
   00038    0.4404   -8014.1586  0.3585
   00039    0.4168   -8011.8504  0.3661
   00040    0.4160   -7992.9711  0.3653
   00041    0.4144   -7990.0417  0.3641
   00042    0.4504   -7998.0332  0.3674
   00043    0.4212   -7988.6703  0.3641
   00044    0.4328   -7946.0381  0.3550
   00045    0.4152   -7968.6661  0.3643
   00046    0.4376   -7967.9082  0.3580
