#=====================================================
# File created:        Mon-27-Oct-2025-at-02-23-11PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        0.813490
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2388.9234  0.7640
   00001    0.6660   -3713.5948  0.7577
   00002    0.6120   -4530.7348  0.7627
   00003    0.5896   -5084.1590  0.7765
   00004    0.5672   -5530.9216  0.7715
   00005    0.5552   -5833.5871  0.7658
   00006    0.5324   -6147.6148  0.7672
   00007    0.5068   -6399.6823  0.7717
   00008    0.4976   -6547.5904  0.7663
   00009    0.4788   -6664.8662  0.7739
   00010    0.4912   -6824.0187  0.7716
   00011    0.4788   -6957.0287  0.7756
   00012    0.4668   -7040.8715  0.7740
   00013    0.4624   -7142.1017  0.7801
   00014    0.4676   -7247.6969  0.7856
   00015    0.4520   -7273.7857  0.7823
   00016    0.4576   -7373.0851  0.7784
   00017    0.4676   -7452.6293  0.7720
   00018    0.4608   -7496.4402  0.7790
   00019    0.4464   -7559.3281  0.7788
   00020    0.4404   -7567.8260  0.7832
   00021    0.4416   -7608.1666  0.7768
   00022    0.4396   -7614.4661  0.7740
   00023    0.4336   -7642.3737  0.7716
   00024    0.4400   -7679.6542  0.7710
   00025    0.4580   -7688.3763  0.7750
   00026    0.4308   -7674.0175  0.7737
   00027    0.4444   -7673.6314  0.7712
   00028    0.4476   -7671.9135  0.7786
   00029    0.4528   -7718.5601  0.7772
   00030    0.4300   -7795.8972  0.7765
   00031    0.4296   -7851.3236  0.7746
   00032    0.4360   -7856.0846  0.7710
   00033    0.4468   -7911.4677  0.7670
   00034    0.4284   -7954.6193  0.7717
   00035    0.4476   -8003.4448  0.7695
   00036    0.4228   -8016.1560  0.7760
   00037    0.4264   -8032.3418  0.7744
   00038    0.4260   -8038.1748  0.7705
   00039    0.4280   -7992.4100  0.7752
   00040    0.4248   -7971.2048  0.7812
   00041    0.4400   -7975.8313  0.7837
   00042    0.4268   -7977.6564  0.7863
   00043    0.4364   -7995.0082  0.7764
   00044    0.4244   -7994.0045  0.7774
   00045    0.4304   -8029.1305  0.7823
   00046    0.4300   -8038.6614  0.7875
   00047    0.4180   -8078.4847  0.7863
   00048    0.4328   -8080.5406  0.7879
   00049    0.4244   -8108.7623  0.7880
   00050    0.4128   -8082.1896  0.7843
