#=====================================================
# File created:        Mon-27-Oct-2025-at-12-12-40PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        0.609752
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2471.9545  0.7519
   00001    0.6908   -3706.9995  0.7609
   00002    0.6132   -4443.8644  0.7689
   00003    0.5924   -5007.8077  0.7647
   00004    0.5660   -5467.0479  0.7797
   00005    0.5292   -5828.5507  0.7922
   00006    0.5344   -6144.4618  0.7922
   00007    0.5016   -6312.6481  0.7900
   00008    0.5036   -6500.2538  0.7824
   00009    0.5040   -6658.6767  0.7813
   00010    0.4976   -6853.8791  0.7849
   00011    0.4740   -6986.3451  0.7853
   00012    0.4684   -7042.8486  0.7762
   00013    0.4716   -7149.3877  0.7820
   00014    0.4788   -7228.8252  0.7748
   00015    0.4608   -7298.0597  0.7830
   00016    0.4684   -7376.9661  0.7825
   00017    0.4608   -7453.6410  0.7884
   00018    0.4468   -7525.7894  0.7943
   00019    0.4328   -7578.1069  0.7905
   00020    0.4396   -7622.5775  0.7886
   00021    0.4428   -7708.2797  0.7877
   00022    0.4360   -7714.2868  0.7873
   00023    0.4436   -7667.4575  0.7863
   00024    0.4500   -7731.9719  0.7927
   00025    0.4380   -7782.5700  0.8020
   00026    0.4568   -7795.3337  0.8029
   00027    0.4340   -7828.2504  0.8010
   00028    0.4432   -7835.7256  0.8075
   00029    0.4368   -7822.0888  0.8138
   00030    0.4280   -7847.8821  0.8159
   00031    0.4404   -7843.4253  0.8202
   00032    0.4256   -7859.5720  0.8213
   00033    0.4384   -7909.4045  0.8285
   00034    0.4276   -7916.8222  0.8326
   00035    0.4416   -7935.9973  0.8376
   00036    0.4340   -7937.3613  0.8423
   00037    0.4352   -7959.5926  0.8457
   00038    0.4216   -7982.6962  0.8378
   00039    0.4096   -7974.2352  0.8373
   00040    0.4328   -7989.5302  0.8305
   00041    0.4276   -7996.0933  0.8363
   00042    0.4404   -7976.9873  0.8340
   00043    0.4300   -7998.8688  0.8347
   00044    0.4304   -8001.6846  0.8392
   00045    0.4280   -8047.4645  0.8386
   00046    0.4280   -8030.4381  0.8447
   00047    0.4196   -8077.2169  0.8458
   00048    0.4440   -8075.0944  0.8433
   00049    0.4220   -8097.6291  0.8420
   00050    0.4280   -8093.8893  0.8464
