#=====================================================
# File created:        Wed-29-Oct-2025-at-11-28-23AM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        0.035744
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -1238.3632  0.2571
   00001    0.6392   -2334.1884  0.2588
   00002    0.5756   -2609.9706  0.2594
   00003    0.5544   -2840.6829  0.2648
   00004    0.5228   -2983.1970  0.2593
   00005    0.5136   -3139.4855  0.2606
   00006    0.5020   -3257.2875  0.2704
   00007    0.4940   -3345.8167  0.2788
   00008    0.4824   -3450.2495  0.2722
   00009    0.4596   -3509.1722  0.2824
   00010    0.4672   -3571.0748  0.2865
   00011    0.4728   -3593.8814  0.2853
   00012    0.4800   -3663.9361  0.2908
   00013    0.4592   -3723.5041  0.2877
   00014    0.4552   -3747.7451  0.2950
   00015    0.4448   -3776.0228  0.2988
   00016    0.4692   -3786.8010  0.3001
   00017    0.4636   -3799.7431  0.2960
   00018    0.4604   -3821.7398  0.3009
   00019    0.4460   -3841.9793  0.3088
   00020    0.4420   -3841.2036  0.3141
   00021    0.4368   -3870.6841  0.3067
   00022    0.4456   -3901.6166  0.3037
   00023    0.4428   -3917.5914  0.3061
   00024    0.4424   -3932.1716  0.3073
   00025    0.4332   -3915.7673  0.3114
   00026    0.4384   -3937.4981  0.3189
   00027    0.4312   -3956.7394  0.3232
   00028    0.4248   -3973.5088  0.3206
   00029    0.4316   -3966.2172  0.3206
   00030    0.4332   -3968.1829  0.3163
   00031    0.4280   -3980.4291  0.3151
   00032    0.4352   -3975.9007  0.3155
   00033    0.4356   -3969.4150  0.3175
   00034    0.4436   -4000.5324  0.3176
   00035    0.4220   -3988.7073  0.3152
   00036    0.4372   -3952.2534  0.3173
   00037    0.4224   -3978.8591  0.3218
   00038    0.4384   -4019.8278  0.3281
   00039    0.4256   -4015.4129  0.3327
   00040    0.4160   -4042.3980  0.3349
   00041    0.4256   -4049.9930  0.3457
   00042    0.4048   -4066.0264  0.3432
   00043    0.4360   -4055.6279  0.3412
   00044    0.4324   -4040.3418  0.3427
   00045    0.4240   -4029.0763  0.3506
   00046    0.4436   -4052.5680  0.3565
   00047    0.4148   -4061.6577  0.3586
   00048    0.4224   -4072.3722  0.3524
   00049    0.4048   -4079.3919  0.3525
   00050    0.4300   -4104.1123  0.3496
