#=====================================================
# File created:        Sat-01-Nov-2025-at-08-42-45AM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        0.902845
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2450.2316  0.2652
   00001    0.6976   -3728.7113  0.2753
   00002    0.6208   -4573.5552  0.2725
   00003    0.5900   -5112.6260  0.2743
   00004    0.5616   -5519.0326  0.2827
   00005    0.5036   -5755.0134  0.2711
   00006    0.5196   -6036.5241  0.2691
   00007    0.5324   -6344.3416  0.2731
   00008    0.4976   -6596.2775  0.2635
   00009    0.5024   -6738.7329  0.2609
   00010    0.4780   -6885.6253  0.2580
   00011    0.4720   -6979.1911  0.2568
   00012    0.4764   -7120.4028  0.2571
   00013    0.4552   -7180.7892  0.2551
   00014    0.4516   -7260.9998  0.2635
   00015    0.4520   -7343.3835  0.2612
   00016    0.4592   -7404.0580  0.2689
   00017    0.4572   -7493.6815  0.2717
   00018    0.4500   -7525.9084  0.2708
   00019    0.4432   -7566.4002  0.2726
   00020    0.4372   -7539.7730  0.2718
   00021    0.4368   -7612.3731  0.2644
   00022    0.4280   -7619.1280  0.2643
   00023    0.4372   -7619.7346  0.2610
   00024    0.4472   -7635.1451  0.2643
   00025    0.4592   -7662.7079  0.2762
   00026    0.4372   -7697.4648  0.2700
   00027    0.4392   -7704.9892  0.2657
   00028    0.4560   -7785.7613  0.2615
   00029    0.4264   -7775.5507  0.2603
   00030    0.4368   -7777.1867  0.2706
   00031    0.4492   -7809.4416  0.2699
   00032    0.4388   -7833.2728  0.2639
   00033    0.4328   -7853.1970  0.2714
   00034    0.4376   -7876.0812  0.2732
   00035    0.4316   -7903.7607  0.2797
   00036    0.4336   -7904.9916  0.2860
   00037    0.4400   -7931.9012  0.2927
   00038    0.4308   -7949.6247  0.2930
   00039    0.4344   -7979.4415  0.3005
   00040    0.4328   -7957.2317  0.2953
   00041    0.4540   -7954.4574  0.3024
   00042    0.4360   -7932.3318  0.3016
   00043    0.4468   -7960.6403  0.3104
   00044    0.4520   -7936.2555  0.3120
   00045    0.4196   -7938.8662  0.3084
   00046    0.4364   -8030.6740  0.3158
   00047    0.4208   -7996.7260  0.3143
   00048    0.4224   -8034.4525  0.3197
   00049    0.4164   -8068.6619  0.3197
   00050    0.4276   -8027.6842  0.3198
