#=====================================================
# File created:        Wed-29-Oct-2025-at-10-55-14AM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        0.021246
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2441.4744  0.2615
   00001    0.6112   -4723.8838  0.2656
   00002    0.5740   -5384.9440  0.2703
   00003    0.5500   -5764.1002  0.2803
   00004    0.5184   -6065.7616  0.2767
   00005    0.5116   -6292.8167  0.2790
   00006    0.5172   -6551.3785  0.2882
   00007    0.5084   -6822.4305  0.2873
   00008    0.4680   -6993.3481  0.2869
   00009    0.4792   -7145.9587  0.2870
   00010    0.4680   -7249.4270  0.2851
   00011    0.4752   -7349.4795  0.2846
   00012    0.4524   -7389.9823  0.2899
   00013    0.4484   -7448.2308  0.2933
   00014    0.4540   -7586.7006  0.2923
   00015    0.4484   -7618.0830  0.2928
   00016    0.4576   -7699.3726  0.2974
   00017    0.4348   -7775.7494  0.2931
   00018    0.4480   -7866.7827  0.2919
   00019    0.4376   -7886.2112  0.2875
   00020    0.4332   -7857.9721  0.2882
   00021    0.4328   -7861.3847  0.2868
   00022    0.4408   -7912.5327  0.2817
   00023    0.4248   -7944.6968  0.2767
   00024    0.4396   -7928.6178  0.2725
   00025    0.4304   -7952.6318  0.2701
   00026    0.4340   -7999.1734  0.2675
   00027    0.4276   -8097.7285  0.2685
   00028    0.4136   -8060.2112  0.2683
   00029    0.4256   -8079.0086  0.2704
   00030    0.4332   -8070.2812  0.2692
   00031    0.4244   -8072.3083  0.2701
   00032    0.4248   -8159.6457  0.2684
   00033    0.4336   -8114.2777  0.2723
   00034    0.4256   -8130.5864  0.2734
   00035    0.4172   -8139.2731  0.2763
   00036    0.4312   -8135.3462  0.2711
   00037    0.4212   -8143.3542  0.2737
   00038    0.4416   -8165.1467  0.2707
   00039    0.4308   -8161.9180  0.2756
   00040    0.4268   -8190.3072  0.2745
   00041    0.4304   -8213.5274  0.2715
   00042    0.4296   -8241.7102  0.2724
   00043    0.4068   -8238.7830  0.2739
   00044    0.4088   -8216.9005  0.2731
   00045    0.4320   -8242.3419  0.2767
   00046    0.4120   -8264.1839  0.2862
   00047    0.4176   -8240.3203  0.2888
   00048    0.4380   -8267.6850  0.2937
   00049    0.4224   -8238.2052  0.2857
   00050    0.4164   -8222.8783  0.2802
