#=====================================================
# File created:        Sat-01-Nov-2025-at-08-54-54AM
# Size of lattice:     50x50
# Number of MC steps:  250
# Reduced temperature: 0.500
# Run time (s):        0.779774
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2589.6708  0.2590
   00001    0.6896   -3795.7870  0.2552
   00002    0.6076   -4567.2723  0.2541
   00003    0.5620   -5133.4934  0.2737
   00004    0.5776   -5602.3000  0.2713
   00005    0.5236   -5948.5766  0.2737
   00006    0.5184   -6236.4445  0.2713
   00007    0.5020   -6477.0835  0.2791
   00008    0.4816   -6658.2163  0.2912
   00009    0.4676   -6819.1186  0.2897
   00010    0.4844   -6946.9146  0.2919
   00011    0.4704   -7059.8604  0.2925
   00012    0.4648   -7219.3323  0.2915
   00013    0.4644   -7306.4401  0.2957
   00014    0.4544   -7383.5213  0.2889
   00015    0.4532   -7440.9073  0.2839
   00016    0.4572   -7465.1449  0.2855
   00017    0.4512   -7496.6692  0.2836
   00018    0.4444   -7562.8976  0.2879
   00019    0.4376   -7623.8003  0.2890
   00020    0.4384   -7646.3537  0.2932
   00021    0.4304   -7700.4536  0.3010
   00022    0.4400   -7737.4282  0.3060
   00023    0.4352   -7793.1631  0.3065
   00024    0.4328   -7860.3646  0.3029
   00025    0.4280   -7852.2168  0.3005
   00026    0.4152   -7905.1427  0.3075
   00027    0.4288   -7912.7932  0.3056
   00028    0.4404   -7909.9695  0.3085
   00029    0.4444   -7922.3256  0.3142
   00030    0.4248   -7949.7778  0.3184
   00031    0.4144   -7944.3258  0.3202
   00032    0.4184   -7982.4603  0.3209
   00033    0.4484   -7991.6828  0.3163
   00034    0.4352   -7996.8669  0.3255
   00035    0.4268   -8001.2969  0.3198
   00036    0.4240   -8019.2459  0.3237
   00037    0.4432   -8104.1176  0.3248
   00038    0.4216   -8120.6380  0.3254
   00039    0.4200   -8123.4319  0.3298
   00040    0.4292   -8089.5709  0.3315
   00041    0.4328   -8087.9087  0.3341
   00042    0.4228   -8128.8498  0.3279
   00043    0.4272   -8118.6977  0.3271
   00044    0.4276   -8109.3110  0.3276
   00045    0.4380   -8173.6123  0.3280
   00046    0.4272   -8156.9633  0.3367
   00047    0.4232   -8139.1691  0.3298
   00048    0.4108   -8148.5640  0.3283
   00049    0.4168   -8173.6909  0.3267
   00050    0.4236   -8159.2200  0.3242
   00051    0.4276   -8192.0194  0.3254
   00052    0.4416   -8180.3198  0.3302
   00053    0.4304   -8186.6435  0.3257
   00054    0.4244   -8182.0769  0.3256
   00055    0.4328   -8228.5638  0.3248
   00056    0.4204   -8216.2179  0.3209
   00057    0.4068   -8223.1637  0.3227
   00058    0.4008   -8222.4476  0.3235
   00059    0.4208   -8240.7622  0.3232
   00060    0.4192   -8218.6738  0.3257
   00061    0.4236   -8261.5326  0.3235
   00062    0.4100   -8232.1066  0.3244
   00063    0.4040   -8180.0619  0.3192
   00064    0.4228   -8192.8805  0.3178
   00065    0.4012   -8240.3560  0.3156
   00066    0.4156   -8201.6625  0.3102
   00067    0.4232   -8201.3010  0.3118
   00068    0.4112   -8174.5738  0.3078
   00069    0.4128   -8243.3546  0.3144
   00070    0.4160   -8290.1851  0.3208
   00071    0.4116   -8310.3912  0.3201
   00072    0.4224   -8337.4426  0.3220
   00073    0.4088   -8319.6848  0.3200
   00074    0.4192   -8329.6231  0.3247
   00075    0.4164   -8338.7597  0.3279
   00076    0.4148   -8333.8056  0.3325
   00077    0.4316   -8308.4819  0.3330
   00078    0.4276   -8327.2505  0.3321
   00079    0.4344   -8314.4644  0.3363
   00080    0.4276   -8324.5734  0.3367
   00081    0.4176   -8339.3814  0.3397
   00082    0.4084   -8332.2027  0.3402
   00083    0.4016   -8337.8275  0.3380
   00084    0.4264   -8346.8523  0.3332
   00085    0.4100   -8370.5509  0.3394
   00086    0.4228   -8361.5514  0.3436
   00087    0.4176   -8383.7890  0.3374
   00088    0.4096   -8354.4652  0.3367
   00089    0.4240   -8335.4662  0.3360
   00090    0.4208   -8373.5289  0.3345
   00091    0.4124   -8353.3683  0.3347
   00092    0.4252   -8313.8698  0.3418
   00093    0.4192   -8297.2101  0.3365
   00094    0.4096   -8310.2835  0.3335
   00095    0.4168   -8311.1938  0.3328
   00096    0.3996   -8322.9374  0.3333
   00097    0.4168   -8305.4628  0.3348
   00098    0.4104   -8337.0145  0.3349
   00099    0.4104   -8313.5351  0.3343
   00100    0.4188   -8344.7138  0.3381
   00101    0.4084   -8344.0737  0.3401
   00102    0.4176   -8350.5897  0.3404
   00103    0.4316   -8312.3169  0.3362
   00104    0.4220   -8317.9777  0.3418
   00105    0.4148   -8309.6142  0.3450
   00106    0.4264   -8314.7906  0.3500
   00107    0.4136   -8363.9146  0.3506
   00108    0.4336   -8395.7572  0.3512
   00109    0.4256   -8416.8952  0.3534
   00110    0.4116   -8401.1358  0.3536
   00111    0.4100   -8367.8522  0.3507
   00112    0.4060   -8354.9391  0.3504
   00113    0.4208   -8349.3360  0.3538
   00114    0.4336   -8383.9144  0.3535
   00115    0.4296   -8364.3786  0.3545
   00116    0.4152   -8414.3537  0.3549
   00117    0.4308   -8424.5732  0.3625
   00118    0.4288   -8393.4085  0.3572
   00119    0.4324   -8400.2730  0.3516
   00120    0.4320   -8402.1406  0.3542
   00121    0.4312   -8423.2495  0.3542
   00122    0.4052   -8423.3560  0.3537
   00123    0.4208   -8387.7474  0.3562
   00124    0.4096   -8431.1788  0.3634
   00125    0.4292   -8468.2905  0.3667
   00126    0.4016   -8397.6598  0.3663
   00127    0.4248   -8408.9041  0.3652
   00128    0.4060   -8402.5763  0.3730
   00129    0.4152   -8419.1268  0.3786
   00130    0.4160   -8445.1534  0.3827
   00131    0.4036   -8427.4390  0.3791
   00132    0.4244   -8431.5838  0.3838
   00133    0.4052   -8427.4546  0.3844
   00134    0.4216   -8412.2972  0.3884
   00135    0.4180   -8394.3734  0.3886
   00136    0.4192   -8397.4874  0.3990
   00137    0.4184   -8422.1323  0.3959
   00138    0.4044   -8426.4888  0.3948
   00139    0.4180   -8403.0156  0.3918
