#=====================================================
# File created:        Mon-27-Oct-2025-at-04-36-14PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        2.189747
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2560.9366  0.2588
   00001    0.6644   -3758.5925  0.2591
   00002    0.6148   -4575.4190  0.2615
   00003    0.5968   -5182.4824  0.2590
   00004    0.5600   -5576.2586  0.2702
   00005    0.5312   -5927.2205  0.2712
   00006    0.5124   -6220.4814  0.2782
   00007    0.4860   -6448.4880  0.2749
   00008    0.4996   -6595.0678  0.2747
   00009    0.4964   -6756.9911  0.2737
   00010    0.4692   -6872.5613  0.2690
   00011    0.4868   -7007.7866  0.2800
   00012    0.4872   -7122.2172  0.2802
   00013    0.4444   -7238.5048  0.2749
   00014    0.4640   -7357.9416  0.2776
   00015    0.4716   -7460.0995  0.2724
   00016    0.4684   -7539.5371  0.2736
   00017    0.4540   -7586.2261  0.2758
   00018    0.4636   -7625.6435  0.2807
   00019    0.4344   -7631.8374  0.2867
   00020    0.4512   -7681.8042  0.2899
   00021    0.4488   -7741.3205  0.2960
   00022    0.4496   -7748.9044  0.2968
   00023    0.4440   -7792.9134  0.2993
   00024    0.4404   -7813.3854  0.2978
   00025    0.4200   -7862.1532  0.2986
   00026    0.4280   -7917.0474  0.2904
   00027    0.4356   -7957.7897  0.2998
   00028    0.4324   -7966.3980  0.3018
   00029    0.4280   -7993.6868  0.3071
   00030    0.4372   -8016.8990  0.3038
   00031    0.4452   -8036.4849  0.3082
   00032    0.4520   -8025.9684  0.3125
   00033    0.4264   -8055.1140  0.3135
   00034    0.4208   -8114.5986  0.3118
   00035    0.4408   -8139.3308  0.3119
   00036    0.4216   -8188.0315  0.3135
   00037    0.4196   -8174.8897  0.3103
   00038    0.4316   -8176.2713  0.3151
   00039    0.4328   -8186.3480  0.3208
   00040    0.4144   -8200.1832  0.3135
   00041    0.4220   -8157.2132  0.3131
   00042    0.4100   -8179.5971  0.3098
   00043    0.4228   -8138.1083  0.3082
   00044    0.4464   -8191.9949  0.3105
   00045    0.4196   -8193.1422  0.3158
   00046    0.4228   -8192.9425  0.3154
   00047    0.4140   -8203.6646  0.3200
   00048    0.4236   -8193.6247  0.3239
   00049    0.4236   -8179.6045  0.3154
   00050    0.4228   -8185.9194  0.3128
