#=====================================================
# File created:        Sat-01-Nov-2025-at-08-56-21AM
# Size of lattice:     50x50
# Number of MC steps:  100
# Reduced temperature: 0.500
# Run time (s):        0.267579
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -1209.4262  0.2566
   00001    0.6100   -2347.1899  0.2795
   00002    0.5648   -2620.1363  0.2827
   00003    0.5328   -2822.1054  0.2838
   00004    0.5316   -2993.6564  0.2869
   00005    0.5132   -3125.4089  0.2812
   00006    0.5172   -3240.2387  0.2818
   00007    0.4756   -3313.2219  0.2905
   00008    0.4896   -3420.2406  0.2935
   00009    0.4768   -3518.0906  0.2999
   00010    0.4660   -3550.8622  0.2951
   00011    0.4844   -3615.0123  0.2993
   00012    0.4584   -3642.3149  0.3001
   00013    0.4516   -3693.7651  0.3111
   00014    0.4536   -3717.4552  0.3167
   00015    0.4424   -3763.8636  0.3259
   00016    0.4532   -3793.7642  0.3356
   00017    0.4472   -3837.4243  0.3464
   00018    0.4468   -3841.3551  0.3526
   00019    0.4420   -3865.6900  0.3620
   00020    0.4216   -3893.3923  0.3777
   00021    0.4416   -3910.6056  0.3857
   00022    0.4408   -3931.5542  0.3854
   00023    0.4392   -3952.4238  0.3914
   00024    0.4316   -3982.7897  0.3835
   00025    0.4320   -3989.6143  0.3843
   00026    0.4344   -4001.0802  0.3876
   00027    0.4348   -3992.8141  0.3926
   00028    0.4332   -4001.9606  0.3918
   00029    0.4476   -3999.1759  0.3880
   00030    0.4400   -4022.6620  0.3881
   00031    0.4320   -4009.2519  0.3778
   00032    0.4356   -4003.6680  0.3826
   00033    0.4420   -4008.4916  0.3852
   00034    0.4272   -4013.5404  0.3865
   00035    0.4180   -4018.7572  0.3865
   00036    0.4248   -4033.1201  0.3933
   00037    0.4340   -4029.8724  0.3955
   00038    0.4220   -4047.7770  0.4046
   00039    0.4428   -4067.2065  0.4065
   00040    0.4228   -4068.7387  0.3977
   00041    0.4244   -4090.9648  0.4004
   00042    0.4196   -4074.0526  0.4003
   00043    0.3936   -4061.6886  0.4052
   00044    0.4168   -4059.5524  0.4099
   00045    0.4016   -4047.2068  0.4046
   00046    0.4312   -4069.6492  0.4107
   00047    0.4416   -4063.9707  0.4125
   00048    0.4184   -4087.9816  0.4118
   00049    0.4368   -4095.5328  0.4197
   00050    0.4212   -4100.1015  0.4173
   00051    0.4128   -4118.9859  0.4195
   00052    0.4120   -4100.7300  0.4215
   00053    0.4232   -4092.0720  0.4181
   00054    0.4192   -4070.3036  0.4162
   00055    0.4324   -4066.3028  0.4223
   00056    0.4072   -4093.7839  0.4307
   00057    0.4196   -4111.3211  0.4324
   00058    0.4120   -4086.8811  0.4281
   00059    0.4160   -4123.1994  0.4315
   00060    0.4316   -4115.9156  0.4335
   00061    0.4164   -4147.0013  0.4349
   00062    0.4140   -4151.9463  0.4288
   00063    0.4260   -4134.6453  0.4254
   00064    0.4360   -4119.6565  0.4310
   00065    0.4260   -4143.2409  0.4322
   00066    0.4080   -4141.0518  0.4306
   00067    0.4132   -4145.7200  0.4304
   00068    0.4116   -4117.9163  0.4314
   00069    0.4384   -4096.5778  0.4283
   00070    0.4360   -4118.7303  0.4348
   00071    0.4256   -4135.4299  0.4364
   00072    0.4172   -4147.0186  0.4405
   00073    0.4148   -4155.9346  0.4329
   00074    0.4240   -4134.1987  0.4338
   00075    0.4204   -4134.0676  0.4356
   00076    0.4092   -4094.0020  0.4322
   00077    0.4068   -4093.5613  0.4324
   00078    0.4240   -4080.7671  0.4347
   00079    0.4268   -4122.9179  0.4344
   00080    0.4308   -4122.3747  0.4361
   00081    0.4268   -4124.6811  0.4378
   00082    0.4324   -4148.3668  0.4432
   00083    0.4256   -4158.9828  0.4356
   00084    0.4132   -4155.0148  0.4303
   00085    0.4104   -4156.1206  0.4293
   00086    0.4144   -4153.6650  0.4313
   00087    0.4172   -4144.6035  0.4293
   00088    0.4340   -4125.6403  0.4317
   00089    0.4296   -4150.6466  0.4374
   00090    0.4324   -4144.1478  0.4334
   00091    0.4096   -4140.6519  0.4326
   00092    0.4224   -4134.9313  0.4322
   00093    0.3916   -4120.0447  0.4318
   00094    0.4304   -4125.9969  0.4330
   00095    0.4272   -4135.3720  0.4318
   00096    0.4232   -4148.1620  0.4333
   00097    0.4164   -4138.9639  0.4314
   00098    0.4228   -4141.4772  0.4362
   00099    0.4200   -4125.2079  0.4370
   00100    0.4268   -4130.5395  0.4272
