#=====================================================
# File created:        Sat-01-Nov-2025-at-08-54-25AM
# Size of lattice:     50x50
# Number of MC steps:  500
# Reduced temperature: 0.500
# Run time (s):        10.085333
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2540.7432  0.2573
   00001    0.6676   -3729.9208  0.2657
   00002    0.6180   -4525.9168  0.2821
   00003    0.5764   -5083.4696  0.2885
   00004    0.5628   -5585.1664  0.3059
   00005    0.5280   -5898.3381  0.3124
   00006    0.5360   -6183.3261  0.3227
   00007    0.5084   -6374.5069  0.3273
   00008    0.5068   -6519.1827  0.3255
   00009    0.4976   -6660.7718  0.3361
   00010    0.4776   -6749.9141  0.3338
   00011    0.4856   -6897.1379  0.3315
   00012    0.4752   -7027.1799  0.3330
   00013    0.4592   -7137.7359  0.3305
   00014    0.4544   -7225.7112  0.3265
   00015    0.4512   -7298.5251  0.3302
   00016    0.4688   -7371.2437  0.3367
   00017    0.4684   -7447.3240  0.3366
   00018    0.4588   -7461.5945  0.3325
   00019    0.4552   -7490.7753  0.3285
   00020    0.4532   -7499.5357  0.3321
   00021    0.4568   -7540.2785  0.3373
   00022    0.4456   -7563.7886  0.3505
   00023    0.4476   -7610.1033  0.3502
   00024    0.4416   -7648.4858  0.3607
   00025    0.4440   -7665.3052  0.3600
   00026    0.4416   -7704.3530  0.3546
   00027    0.4360   -7752.9511  0.3552
   00028    0.4448   -7755.0562  0.3572
   00029    0.4620   -7788.2074  0.3582
   00030    0.4428   -7834.7681  0.3539
   00031    0.4596   -7886.7877  0.3508
   00032    0.4312   -7947.5505  0.3543
   00033    0.4368   -7949.5781  0.3618
   00034    0.4312   -7999.5781  0.3654
   00035    0.4316   -8007.0449  0.3674
   00036    0.4280   -7995.9972  0.3674
   00037    0.4348   -8004.5716  0.3781
   00038    0.4180   -8042.4425  0.3754
   00039    0.4468   -8013.6614  0.3762
   00040    0.4420   -8022.3403  0.3820
   00041    0.4360   -8048.2780  0.3787
   00042    0.4480   -8088.7829  0.3798
   00043    0.4496   -8089.3931  0.3882
   00044    0.4388   -8071.5136  0.3904
   00045    0.4304   -8061.8471  0.3972
   00046    0.4332   -8125.6168  0.4047
   00047    0.4080   -8139.5360  0.4067
   00048    0.4256   -8156.7816  0.4137
   00049    0.4280   -8128.4143  0.4156
   00050    0.4176   -8172.3752  0.4153
   00051    0.4220   -8208.9037  0.4163
   00052    0.4132   -8228.7000  0.4191
   00053    0.4116   -8203.8409  0.4157
   00054    0.4432   -8220.3028  0.4186
   00055    0.4224   -8237.7259  0.4276
   00056    0.4236   -8271.5722  0.4291
   00057    0.4292   -8251.4581  0.4300
   00058    0.4376   -8252.5806  0.4268
   00059    0.4196   -8279.0942  0.4333
   00060    0.4064   -8254.4898  0.4366
   00061    0.4304   -8257.9957  0.4387
   00062    0.4304   -8245.8491  0.4477
   00063    0.4356   -8280.4142  0.4462
   00064    0.4256   -8295.3840  0.4520
   00065    0.4124   -8279.7906  0.4513
   00066    0.4164   -8318.4886  0.4576
   00067    0.4320   -8317.6730  0.4591
   00068    0.4128   -8333.2933  0.4621
   00069    0.4244   -8314.2830  0.4640
   00070    0.4032   -8344.0303  0.4655
   00071    0.4156   -8335.8552  0.4696
   00072    0.4244   -8310.2259  0.4668
   00073    0.4248   -8354.1382  0.4696
   00074    0.4200   -8302.9629  0.4733
   00075    0.4204   -8291.8847  0.4730
   00076    0.4080   -8281.9501  0.4737
   00077    0.4156   -8323.9280  0.4802
   00078    0.4432   -8318.8183  0.4859
   00079    0.4276   -8362.8277  0.4904
   00080    0.4136   -8316.5723  0.4861
   00081    0.4232   -8297.9337  0.4907
   00082    0.4208   -8323.5465  0.4928
   00083    0.4204   -8350.1863  0.4934
   00084    0.4176   -8340.1832  0.4938
   00085    0.4140   -8346.0137  0.4986
   00086    0.4216   -8341.5436  0.4974
   00087    0.4128   -8271.9547  0.4927
   00088    0.4180   -8315.2136  0.4963
   00089    0.4036   -8317.3827  0.4953
   00090    0.4076   -8286.0235  0.4949
   00091    0.4232   -8332.6828  0.4954
   00092    0.4232   -8387.6267  0.4983
   00093    0.4160   -8393.5760  0.4992
   00094    0.4124   -8358.2666  0.5013
   00095    0.3956   -8356.3964  0.4996
   00096    0.4224   -8360.7757  0.4969
   00097    0.4100   -8328.1923  0.5009
   00098    0.4140   -8344.2177  0.5007
   00099    0.4184   -8335.7069  0.5016
   00100    0.4096   -8360.4081  0.5085
   00101    0.4232   -8333.8983  0.5062
   00102    0.4312   -8322.3879  0.5133
   00103    0.3924   -8298.7262  0.5166
   00104    0.4240   -8305.0012  0.5245
   00105    0.4256   -8317.9355  0.5192
   00106    0.4204   -8344.0577  0.5162
   00107    0.4204   -8356.0368  0.5186
   00108    0.4216   -8387.3363  0.5176
   00109    0.4172   -8392.4680  0.5272
   00110    0.4296   -8383.4098  0.5259
   00111    0.4056   -8371.1573  0.5249
   00112    0.4136   -8427.1733  0.5213
   00113    0.4004   -8395.8280  0.5237
   00114    0.4276   -8361.3530  0.5252
   00115    0.3996   -8353.1306  0.5266
   00116    0.4348   -8367.9373  0.5359
   00117    0.4232   -8396.4289  0.5423
   00118    0.3948   -8323.7592  0.5411
   00119    0.4096   -8343.8893  0.5432
   00120    0.4088   -8388.4471  0.5454
   00121    0.4084   -8405.2270  0.5498
   00122    0.4076   -8365.3180  0.5568
   00123    0.4132   -8378.4295  0.5551
   00124    0.4312   -8372.9073  0.5606
   00125    0.4208   -8401.2973  0.5627
   00126    0.4116   -8407.9546  0.5659
   00127    0.4256   -8415.2955  0.5644
   00128    0.4140   -8411.1810  0.5715
   00129    0.4060   -8431.5543  0.5731
   00130    0.4104   -8447.1274  0.5770
   00131    0.4040   -8449.7195  0.5798
   00132    0.4012   -8406.1836  0.5777
   00133    0.4292   -8416.1829  0.5760
   00134    0.4112   -8435.7548  0.5772
   00135    0.4128   -8387.9343  0.5739
   00136    0.4064   -8406.0246  0.5747
   00137    0.4204   -8462.1363  0.5770
