#=====================================================
# File created:        Sat-01-Nov-2025-at-08-45-52AM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        0.134972
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -1237.5913  0.2602
   00001    0.6228   -2346.0030  0.2685
   00002    0.5864   -2622.9169  0.2726
   00003    0.5540   -2855.4513  0.2833
   00004    0.5284   -3036.3311  0.2753
   00005    0.5208   -3190.2877  0.2751
   00006    0.5052   -3279.8915  0.2783
   00007    0.4952   -3389.0081  0.2844
   00008    0.4808   -3483.1417  0.2954
   00009    0.4832   -3536.4804  0.2886
   00010    0.4576   -3607.5373  0.2935
   00011    0.4784   -3634.3668  0.2967
   00012    0.4436   -3679.2098  0.3052
   00013    0.4420   -3715.1450  0.3034
   00014    0.4424   -3773.3757  0.2978
   00015    0.4428   -3791.0127  0.2980
   00016    0.4392   -3830.0615  0.3052
   00017    0.4488   -3852.4924  0.3049
   00018    0.4452   -3866.8824  0.3072
   00019    0.4436   -3866.3077  0.3041
   00020    0.4288   -3880.2079  0.3166
   00021    0.4524   -3907.5706  0.3219
   00022    0.4192   -3950.9973  0.3252
   00023    0.4444   -3927.6540  0.3244
   00024    0.4568   -3968.9348  0.3179
   00025    0.4364   -3969.5689  0.3210
   00026    0.4376   -3978.6811  0.3225
   00027    0.4288   -3985.6542  0.3184
   00028    0.4316   -3975.2690  0.3248
   00029    0.4388   -3985.4418  0.3295
   00030    0.4384   -3985.0558  0.3346
   00031    0.4332   -4004.2947  0.3445
   00032    0.4312   -3986.3179  0.3473
   00033    0.4368   -4006.9691  0.3486
   00034    0.4220   -4015.4394  0.3513
   00035    0.4284   -3995.6039  0.3461
   00036    0.4176   -4016.6423  0.3487
   00037    0.4132   -4018.3630  0.3555
   00038    0.4312   -4032.6985  0.3596
   00039    0.4220   -4046.1562  0.3622
   00040    0.4336   -4037.1624  0.3583
   00041    0.4432   -4067.2093  0.3654
   00042    0.4408   -4077.5042  0.3698
   00043    0.4200   -4100.1463  0.3734
   00044    0.4272   -4079.5922  0.3663
   00045    0.4140   -4100.2039  0.3659
   00046    0.4068   -4095.9833  0.3718
   00047    0.4340   -4091.1308  0.3639
   00048    0.4212   -4095.9738  0.3659
   00049    0.4228   -4072.2496  0.3607
   00050    0.4344   -4105.8439  0.3582
