#=====================================================
# File created:        Mon-27-Oct-2025-at-12-42-38PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        0.026248
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2432.1877  0.7614
   00001    0.6292   -4778.5773  0.7668
   00002    0.5920   -5343.7457  0.7670
   00003    0.5432   -5744.2183  0.7801
   00004    0.5504   -6120.5275  0.7789
   00005    0.5108   -6441.9531  0.7880
   00006    0.5016   -6626.5826  0.7923
   00007    0.4832   -6825.2195  0.7986
   00008    0.4636   -7017.3628  0.8079
   00009    0.4828   -7165.9441  0.8123
   00010    0.4600   -7271.3724  0.8173
   00011    0.4600   -7312.1146  0.8216
   00012    0.4736   -7420.4682  0.8294
   00013    0.4440   -7500.0460  0.8347
   00014    0.4488   -7566.6696  0.8352
   00015    0.4312   -7660.2085  0.8411
   00016    0.4376   -7653.8721  0.8460
   00017    0.4572   -7674.3256  0.8530
   00018    0.4456   -7724.9177  0.8539
   00019    0.4380   -7807.9116  0.8675
   00020    0.4492   -7932.8734  0.8763
   00021    0.4212   -7982.2663  0.8811
   00022    0.4188   -7996.2327  0.8897
   00023    0.4248   -7987.6321  0.8926
   00024    0.4368   -7994.5038  0.8967
   00025    0.4216   -7991.7809  0.8999
   00026    0.4292   -8009.5986  0.8988
   00027    0.4344   -8046.8128  0.9012
   00028    0.4216   -8055.7551  0.9047
   00029    0.4204   -8015.3081  0.9152
   00030    0.4176   -8075.8495  0.9219
   00031    0.4288   -8075.0049  0.9179
   00032    0.4292   -8081.9477  0.9235
   00033    0.4452   -8096.4543  0.9281
   00034    0.4116   -8159.4263  0.9271
   00035    0.4088   -8166.9381  0.9249
   00036    0.4216   -8202.3700  0.9334
   00037    0.4184   -8193.9579  0.9380
   00038    0.4184   -8204.4485  0.9360
   00039    0.4200   -8211.3806  0.9429
   00040    0.4076   -8192.1306  0.9438
   00041    0.4524   -8235.6657  0.9498
   00042    0.4272   -8254.1262  0.9513
   00043    0.4272   -8204.0312  0.9575
   00044    0.4240   -8219.2926  0.9505
   00045    0.4216   -8229.4462  0.9503
   00046    0.4112   -8208.3240  0.9525
   00047    0.4452   -8263.4212  0.9601
   00048    0.4180   -8272.4232  0.9630
   00049    0.4068   -8243.4468  0.9664
   00050    0.4336   -8228.6925  0.9645
