#=====================================================
# File created:        Sat-01-Nov-2025-at-09-24-58AM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        0.129860
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -1316.5715  0.2653
   00001    0.6124   -2429.1560  0.2785
   00002    0.5552   -2699.4309  0.2891
   00003    0.5444   -2914.2890  0.2972
   00004    0.5292   -3088.3377  0.3072
   00005    0.5024   -3187.0511  0.3041
   00006    0.5072   -3279.4588  0.2956
   00007    0.4808   -3380.5770  0.2980
   00008    0.4796   -3471.5888  0.2936
   00009    0.4716   -3525.7423  0.2895
   00010    0.4600   -3576.6595  0.2814
   00011    0.4616   -3658.9214  0.2849
   00012    0.4684   -3684.2970  0.2821
   00013    0.4720   -3718.2459  0.2836
   00014    0.4436   -3716.9766  0.2799
   00015    0.4620   -3740.6457  0.2746
   00016    0.4464   -3756.1879  0.2824
   00017    0.4532   -3775.0739  0.2819
   00018    0.4484   -3821.8719  0.2830
   00019    0.4384   -3858.3206  0.2881
   00020    0.4296   -3893.7134  0.2906
   00021    0.4396   -3919.5308  0.2859
   00022    0.4456   -3965.8005  0.2900
   00023    0.4276   -3976.3226  0.2959
   00024    0.4312   -3982.0251  0.2969
   00025    0.4272   -3986.9398  0.3028
   00026    0.4492   -3993.5098  0.3049
   00027    0.4404   -4003.2648  0.3000
   00028    0.4228   -4002.9308  0.3104
   00029    0.4192   -4003.2959  0.3149
   00030    0.4276   -3976.2519  0.3212
   00031    0.4436   -4019.8298  0.3111
   00032    0.4292   -4015.1097  0.3076
   00033    0.4336   -4025.2103  0.3056
   00034    0.4260   -4045.6856  0.2918
   00035    0.4272   -4050.1550  0.2836
   00036    0.4224   -4064.7009  0.2856
   00037    0.4200   -4066.9717  0.2832
   00038    0.4252   -4068.5369  0.2920
   00039    0.4148   -4083.0811  0.2969
   00040    0.4112   -4097.4365  0.2993
   00041    0.4208   -4094.7340  0.3065
   00042    0.4112   -4088.4562  0.3061
   00043    0.4248   -4123.2438  0.3048
   00044    0.4220   -4133.1821  0.3042
   00045    0.4164   -4129.5331  0.3029
   00046    0.4220   -4108.0532  0.3055
   00047    0.4252   -4114.2893  0.3031
   00048    0.4344   -4134.9640  0.2950
   00049    0.4168   -4139.0075  0.2891
   00050    0.4124   -4141.4996  0.2852
