#=====================================================
# File created:        Mon-27-Oct-2025-at-01-15-16PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        0.025116
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2324.1182  0.7602
   00001    0.6300   -4581.0680  0.7756
   00002    0.5772   -5232.6585  0.7795
   00003    0.5392   -5756.3209  0.7723
   00004    0.5388   -6123.2794  0.7838
   00005    0.5188   -6396.6079  0.7814
   00006    0.4964   -6634.8717  0.7888
   00007    0.4940   -6836.0029  0.7914
   00008    0.5016   -7020.6958  0.7936
   00009    0.4752   -7115.2099  0.7993
   00010    0.4644   -7186.5949  0.8056
   00011    0.4608   -7245.0018  0.8037
   00012    0.4552   -7340.6270  0.7982
   00013    0.4344   -7422.3205  0.7980
   00014    0.4648   -7440.1300  0.7962
   00015    0.4592   -7552.3023  0.8017
   00016    0.4508   -7655.9708  0.8008
   00017    0.4460   -7735.0883  0.8088
   00018    0.4400   -7705.4835  0.8009
   00019    0.4472   -7723.6229  0.8038
   00020    0.4240   -7722.1202  0.8024
   00021    0.4488   -7778.0638  0.8046
   00022    0.4584   -7823.9311  0.8018
   00023    0.4348   -7894.1042  0.7967
   00024    0.4296   -7905.8499  0.7986
   00025    0.4328   -7932.7305  0.8048
   00026    0.4360   -8013.7012  0.8141
   00027    0.4332   -8046.8276  0.8184
   00028    0.4260   -8014.7689  0.8179
   00029    0.4388   -8042.5815  0.8071
   00030    0.4192   -8023.2883  0.8143
   00031    0.4416   -8037.6770  0.8091
   00032    0.4300   -8042.9235  0.8162
   00033    0.4124   -8032.6771  0.8180
   00034    0.4428   -8040.5701  0.8179
   00035    0.4240   -8063.9298  0.8187
   00036    0.4300   -8041.6208  0.8265
   00037    0.4224   -8058.1354  0.8319
   00038    0.4336   -8129.6203  0.8388
   00039    0.4224   -8143.6425  0.8415
   00040    0.4424   -8165.6069  0.8468
   00041    0.4384   -8120.5652  0.8400
   00042    0.4244   -8128.8788  0.8402
   00043    0.4396   -8078.2656  0.8393
   00044    0.4288   -8088.3457  0.8348
   00045    0.4208   -8060.5257  0.8303
   00046    0.4324   -8103.1640  0.8323
   00047    0.4232   -8127.5350  0.8370
   00048    0.4120   -8137.6630  0.8335
   00049    0.4236   -8182.1277  0.8293
   00050    0.4004   -8160.8923  0.8231
