#=====================================================
# File created:        Wed-29-Oct-2025-at-11-30-33AM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        0.139682
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -1325.8791  0.2670
   00001    0.6056   -2343.5577  0.2591
   00002    0.5828   -2641.3441  0.2576
   00003    0.5524   -2858.2018  0.2692
   00004    0.5372   -3048.6012  0.2635
   00005    0.5188   -3190.7455  0.2594
   00006    0.5148   -3316.4286  0.2616
   00007    0.4792   -3365.0160  0.2609
   00008    0.4756   -3467.6899  0.2613
   00009    0.4788   -3574.4250  0.2573
   00010    0.4788   -3631.7600  0.2555
   00011    0.4512   -3653.6912  0.2553
   00012    0.4516   -3692.9645  0.2570
   00013    0.4588   -3738.1592  0.2589
   00014    0.4632   -3742.2669  0.2533
   00015    0.4580   -3751.3786  0.2539
   00016    0.4684   -3763.4665  0.2564
   00017    0.4392   -3787.0293  0.2595
   00018    0.4492   -3810.9158  0.2590
   00019    0.4416   -3835.5298  0.2666
   00020    0.4608   -3833.0278  0.2725
   00021    0.4488   -3839.1312  0.2723
   00022    0.4532   -3841.3072  0.2731
   00023    0.4432   -3857.6674  0.2802
   00024    0.4484   -3854.1426  0.2752
   00025    0.4520   -3893.9878  0.2673
   00026    0.4288   -3917.0023  0.2654
   00027    0.4368   -3940.3351  0.2702
   00028    0.4420   -3943.0970  0.2742
   00029    0.4536   -3937.7523  0.2838
   00030    0.4260   -3960.8999  0.2746
   00031    0.4364   -3954.3462  0.2794
   00032    0.4412   -3977.4242  0.2744
   00033    0.4260   -4014.7924  0.2656
   00034    0.4208   -4021.0698  0.2677
   00035    0.4312   -4003.0463  0.2682
   00036    0.4404   -4009.9209  0.2666
   00037    0.4332   -4011.0819  0.2765
   00038    0.4188   -4025.8080  0.2739
   00039    0.4380   -4043.2210  0.2783
   00040    0.4316   -4048.4823  0.2814
   00041    0.4264   -4050.8221  0.2803
   00042    0.4296   -4057.1403  0.2834
   00043    0.4208   -4060.8772  0.2831
   00044    0.4232   -4084.3304  0.2860
   00045    0.4368   -4108.5690  0.2837
   00046    0.4140   -4106.3352  0.2871
   00047    0.4228   -4103.0951  0.2970
   00048    0.4136   -4087.7269  0.2970
   00049    0.4272   -4105.2827  0.3007
   00050    0.4104   -4119.0132  0.3031
