#=====================================================
# File created:        Sat-01-Nov-2025-at-08-39-22AM
# Size of lattice:     100x100
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        3.813087
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000  -10032.3996  0.2563
   00001    0.6766  -14810.4206  0.2594
   00002    0.6301  -17969.6577  0.2581
   00003    0.5849  -20243.2915  0.2557
   00004    0.5588  -21973.3805  0.2581
   00005    0.5348  -23316.1735  0.2580
   00006    0.5209  -24597.1297  0.2587
   00007    0.5173  -25587.4856  0.2572
   00008    0.4936  -26295.1789  0.2570
   00009    0.4948  -26969.4878  0.2589
   00010    0.4854  -27416.5845  0.2576
   00011    0.4779  -27843.2759  0.2576
   00012    0.4699  -28300.0522  0.2523
   00013    0.4742  -28691.1059  0.2571
   00014    0.4613  -29087.2705  0.2573
   00015    0.4568  -29243.9274  0.2566
   00016    0.4641  -29479.9881  0.2565
   00017    0.4536  -29767.3391  0.2546
   00018    0.4472  -30043.7407  0.2550
   00019    0.4484  -30133.2719  0.2601
   00020    0.4485  -30267.1997  0.2608
   00021    0.4475  -30459.1754  0.2604
   00022    0.4442  -30615.3765  0.2634
   00023    0.4525  -30854.9910  0.2645
   00024    0.4366  -30888.5903  0.2634
   00025    0.4437  -30980.5906  0.2620
   00026    0.4328  -31100.5610  0.2631
   00027    0.4338  -31251.2040  0.2639
   00028    0.4453  -31347.2972  0.2649
   00029    0.4304  -31425.7634  0.2651
   00030    0.4338  -31575.8197  0.2676
   00031    0.4381  -31678.9844  0.2711
   00032    0.4402  -31756.7920  0.2726
   00033    0.4351  -31747.4524  0.2721
   00034    0.4353  -31755.1744  0.2701
   00035    0.4368  -31769.1628  0.2684
   00036    0.4331  -31826.1892  0.2655
   00037    0.4367  -31849.5921  0.2620
   00038    0.4345  -31957.3515  0.2632
   00039    0.4247  -32084.7634  0.2668
   00040    0.4311  -32125.1072  0.2645
   00041    0.4351  -32281.5687  0.2617
   00042    0.4289  -32252.3620  0.2671
   00043    0.4290  -32312.5629  0.2653
   00044    0.4309  -32292.0553  0.2662
   00045    0.4292  -32405.0159  0.2648
   00046    0.4229  -32428.8812  0.2681
   00047    0.4270  -32427.9330  0.2693
   00048    0.4239  -32430.8699  0.2672
   00049    0.4218  -32549.4047  0.2666
   00050    0.4392  -32458.3760  0.2684
