#=====================================================
# File created:        Wed-29-Oct-2025-at-11-30-36AM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        0.140875
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -1245.4358  0.2722
   00001    0.6228   -2354.5614  0.2570
   00002    0.5744   -2626.9602  0.2623
   00003    0.5580   -2841.7701  0.2586
   00004    0.5520   -3025.2170  0.2616
   00005    0.5080   -3188.8814  0.2600
   00006    0.5000   -3276.8909  0.2640
   00007    0.4872   -3396.3842  0.2601
   00008    0.4832   -3485.5000  0.2541
   00009    0.4748   -3569.6928  0.2516
   00010    0.4584   -3623.6128  0.2564
   00011    0.4608   -3662.0110  0.2656
   00012    0.4548   -3697.3506  0.2682
   00013    0.4528   -3739.9898  0.2713
   00014    0.4568   -3772.2542  0.2758
   00015    0.4608   -3809.2585  0.2759
   00016    0.4380   -3839.7621  0.2787
   00017    0.4400   -3860.0303  0.2772
   00018    0.4324   -3882.7916  0.2888
   00019    0.4216   -3915.7448  0.2948
   00020    0.4236   -3934.0788  0.2896
   00021    0.4252   -3957.2852  0.2879
   00022    0.4232   -3961.4821  0.2885
   00023    0.4456   -3960.4083  0.2848
   00024    0.4180   -3999.2099  0.2851
   00025    0.4340   -4018.0951  0.2857
   00026    0.4200   -4010.1895  0.2908
   00027    0.4208   -4014.3445  0.2901
   00028    0.4388   -4033.5153  0.2906
   00029    0.4356   -4040.7587  0.2903
   00030    0.3996   -4049.5251  0.2830
   00031    0.4404   -4067.5616  0.2852
   00032    0.4280   -4084.8546  0.2960
   00033    0.4448   -4092.2197  0.3011
   00034    0.4240   -4087.1565  0.3020
   00035    0.4424   -4070.4535  0.3007
   00036    0.4280   -4092.3433  0.2995
   00037    0.4236   -4088.0080  0.3047
   00038    0.4144   -4072.2092  0.3107
   00039    0.4352   -4067.1069  0.3119
   00040    0.4344   -4070.9431  0.3138
   00041    0.4132   -4097.1173  0.3168
   00042    0.4180   -4114.2592  0.3131
   00043    0.4316   -4143.4892  0.3176
   00044    0.4096   -4132.7377  0.3156
   00045    0.4128   -4147.7871  0.3184
   00046    0.4332   -4135.5899  0.3192
   00047    0.4052   -4135.7004  0.3228
   00048    0.4144   -4131.7066  0.3211
   00049    0.4188   -4136.5050  0.3236
   00050    0.4392   -4135.7248  0.3280
