#=====================================================
# File created:        Mon-27-Oct-2025-at-02-50-35PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        0.016999
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2477.5668  0.7569
   00001    0.6412   -4728.7093  0.7761
   00002    0.5868   -5340.4047  0.7847
   00003    0.5604   -5786.5269  0.7923
   00004    0.5332   -6180.5835  0.7980
   00005    0.5124   -6451.0438  0.7937
   00006    0.5060   -6660.8399  0.7941
   00007    0.4840   -6860.0742  0.8095
   00008    0.4704   -7000.3524  0.8047
   00009    0.4752   -7120.2456  0.8101
   00010    0.4680   -7225.0171  0.8201
   00011    0.4636   -7310.9455  0.8228
   00012    0.4568   -7375.1307  0.8276
   00013    0.4560   -7449.1226  0.8184
   00014    0.4476   -7562.3194  0.8211
   00015    0.4556   -7628.3618  0.8240
   00016    0.4544   -7627.7363  0.8255
   00017    0.4440   -7616.2904  0.8268
   00018    0.4456   -7678.2241  0.8226
   00019    0.4416   -7719.9434  0.8225
   00020    0.4508   -7731.6497  0.8075
   00021    0.4424   -7763.6799  0.8076
   00022    0.4412   -7753.0457  0.8211
   00023    0.4460   -7793.7796  0.8203
   00024    0.4324   -7909.6458  0.8136
   00025    0.4280   -7890.0202  0.8176
   00026    0.4392   -7902.7574  0.8187
   00027    0.4424   -7972.5316  0.8299
   00028    0.4352   -7997.4754  0.8249
   00029    0.4364   -7963.8347  0.8254
   00030    0.4340   -7994.3102  0.8285
   00031    0.4420   -7980.5451  0.8262
   00032    0.4312   -7976.6305  0.8267
   00033    0.4284   -7998.7794  0.8270
   00034    0.4288   -8017.1352  0.8369
   00035    0.4316   -8052.9900  0.8435
   00036    0.4152   -8117.8586  0.8495
   00037    0.4216   -8112.8997  0.8467
   00038    0.4144   -8123.8393  0.8531
   00039    0.4356   -8117.7638  0.8534
   00040    0.4196   -8154.2971  0.8555
   00041    0.4420   -8159.4971  0.8571
   00042    0.4312   -8093.7249  0.8512
   00043    0.4384   -8128.0653  0.8594
   00044    0.4268   -8134.6702  0.8599
   00045    0.4404   -8164.4105  0.8572
   00046    0.4280   -8178.6094  0.8585
   00047    0.4248   -8206.3965  0.8645
   00048    0.4124   -8221.9363  0.8681
   00049    0.4208   -8229.6598  0.8688
   00050    0.4048   -8270.6865  0.8721
