#=====================================================
# File created:        Mon-27-Oct-2025-at-12-11-58PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        1.032220
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2500.8274  0.7524
   00001    0.6880   -3667.6412  0.7638
   00002    0.6220   -4547.3227  0.7682
   00003    0.5900   -5097.4419  0.7720
   00004    0.5596   -5565.7407  0.7688
   00005    0.5288   -5961.7714  0.7663
   00006    0.5060   -6188.2776  0.7716
   00007    0.5196   -6351.8931  0.7674
   00008    0.5008   -6559.5104  0.7762
   00009    0.4804   -6711.8069  0.7810
   00010    0.5048   -6938.5643  0.7902
   00011    0.4672   -6992.3116  0.7876
   00012    0.4820   -7143.0483  0.7792
   00013    0.4548   -7241.7686  0.7869
   00014    0.4692   -7286.3615  0.7915
   00015    0.4492   -7358.1130  0.7932
   00016    0.4492   -7420.4703  0.8036
   00017    0.4488   -7444.0024  0.8107
   00018    0.4356   -7507.0425  0.8149
   00019    0.4388   -7529.8708  0.8131
   00020    0.4604   -7605.2008  0.8141
   00021    0.4416   -7607.4784  0.8207
   00022    0.4320   -7647.9082  0.8230
   00023    0.4392   -7643.8671  0.8281
   00024    0.4488   -7650.5284  0.8316
   00025    0.4460   -7739.7357  0.8408
   00026    0.4576   -7795.7140  0.8410
   00027    0.4320   -7803.5984  0.8456
   00028    0.4232   -7846.9686  0.8474
   00029    0.4200   -7887.0116  0.8477
   00030    0.4092   -7882.8993  0.8438
   00031    0.4412   -7905.0262  0.8471
   00032    0.4472   -7906.1781  0.8540
   00033    0.4184   -7942.7831  0.8559
   00034    0.4296   -8007.6473  0.8544
   00035    0.4284   -8069.5348  0.8479
   00036    0.4396   -8094.7073  0.8537
   00037    0.4212   -8074.9364  0.8528
   00038    0.4188   -8104.3295  0.8482
   00039    0.4316   -8081.1908  0.8417
   00040    0.4220   -8094.8421  0.8416
   00041    0.4232   -8124.3598  0.8424
   00042    0.4172   -8097.0161  0.8419
   00043    0.4196   -8079.1945  0.8365
   00044    0.4324   -8080.7676  0.8342
   00045    0.4152   -8022.7043  0.8289
   00046    0.4348   -8041.8917  0.8266
   00047    0.4352   -8090.2573  0.8253
   00048    0.4276   -8119.1416  0.8268
   00049    0.4328   -8133.6238  0.8209
   00050    0.4348   -8109.0376  0.8212
