#=====================================================
# File created:        Mon-27-Oct-2025-at-02-49-03PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        2.864443
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2390.9734  0.7608
   00001    0.6900   -3535.7683  0.7574
   00002    0.6220   -4347.1846  0.7568
   00003    0.6160   -4965.9029  0.7640
   00004    0.5596   -5419.5882  0.7678
   00005    0.5324   -5809.1412  0.7790
   00006    0.5164   -6106.0712  0.7919
   00007    0.5020   -6418.4784  0.7956
   00008    0.4872   -6528.6876  0.8019
   00009    0.4792   -6661.2304  0.8122
   00010    0.4792   -6816.0020  0.8243
   00011    0.4924   -6935.9446  0.8237
   00012    0.4672   -7137.2449  0.8245
   00013    0.4636   -7236.3538  0.8280
   00014    0.4416   -7340.0672  0.8311
   00015    0.4544   -7399.8988  0.8286
   00016    0.4560   -7505.2352  0.8387
   00017    0.4600   -7542.7959  0.8476
   00018    0.4396   -7600.3241  0.8517
   00019    0.4376   -7659.0940  0.8540
   00020    0.4508   -7705.3077  0.8523
   00021    0.4420   -7732.3046  0.8454
   00022    0.4276   -7759.2727  0.8535
   00023    0.4412   -7745.9202  0.8589
   00024    0.4476   -7761.9918  0.8594
   00025    0.4684   -7816.5699  0.8654
   00026    0.4396   -7811.2794  0.8620
   00027    0.4404   -7873.7130  0.8661
   00028    0.4344   -7834.7112  0.8665
   00029    0.4444   -7847.6493  0.8697
   00030    0.4472   -7875.3218  0.8653
   00031    0.4304   -7909.8229  0.8712
   00032    0.4292   -7951.4216  0.8772
   00033    0.4240   -7873.2017  0.8762
   00034    0.4380   -7879.8561  0.8770
   00035    0.4352   -7881.9687  0.8827
   00036    0.4472   -7920.3041  0.8812
   00037    0.4228   -7913.4256  0.8832
   00038    0.4364   -7944.4786  0.8911
   00039    0.4344   -7996.3506  0.8939
   00040    0.4260   -7981.2827  0.8902
   00041    0.4276   -8005.7397  0.8896
   00042    0.4336   -8057.5701  0.8954
   00043    0.4024   -8053.5205  0.8990
   00044    0.4340   -8067.9398  0.9007
   00045    0.4360   -8065.3109  0.9048
   00046    0.4356   -8056.7960  0.9063
   00047    0.4360   -8054.6089  0.9108
   00048    0.4300   -8111.7610  0.9080
   00049    0.4188   -8058.0638  0.9088
   00050    0.4212   -8079.1225  0.9086
