#=====================================================
# File created:        Wed-29-Oct-2025-at-10-54-26AM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        0.017452
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -1241.5040  0.2821
   00001    0.6048   -2323.6575  0.2920
   00002    0.5856   -2622.3950  0.3065
   00003    0.5544   -2864.7696  0.3068
   00004    0.5320   -3032.9581  0.3132
   00005    0.5236   -3181.8307  0.3249
   00006    0.5120   -3239.5369  0.3296
   00007    0.4952   -3361.5949  0.3445
   00008    0.4844   -3485.7952  0.3617
   00009    0.4776   -3558.9792  0.3689
   00010    0.4728   -3622.1642  0.3726
   00011    0.4636   -3662.6182  0.3717
   00012    0.4448   -3708.4065  0.3789
   00013    0.4732   -3725.9797  0.3747
   00014    0.4712   -3757.9531  0.3743
   00015    0.4684   -3820.2444  0.3792
   00016    0.4328   -3831.9085  0.3759
   00017    0.4584   -3865.4660  0.3852
   00018    0.4560   -3867.4302  0.3919
   00019    0.4496   -3868.8409  0.3938
   00020    0.4460   -3895.6816  0.3942
   00021    0.4260   -3925.4750  0.3913
   00022    0.4368   -3955.9426  0.3953
   00023    0.4252   -3951.5615  0.3983
   00024    0.4180   -3950.7442  0.4064
   00025    0.4288   -3940.1687  0.4084
   00026    0.4448   -3975.7713  0.4022
   00027    0.4252   -3989.2251  0.4091
   00028    0.4208   -3993.8380  0.4068
   00029    0.4424   -4005.9232  0.4087
   00030    0.4316   -4031.3247  0.4096
   00031    0.4308   -4025.1132  0.4065
   00032    0.4124   -4010.5286  0.4038
   00033    0.4316   -4049.0978  0.4149
   00034    0.4020   -4035.6169  0.4172
   00035    0.4192   -4005.6219  0.4141
   00036    0.4140   -3996.8613  0.4139
   00037    0.4252   -4026.3155  0.4141
   00038    0.4284   -4047.3536  0.4103
   00039    0.4164   -4077.9504  0.4124
   00040    0.4380   -4089.5480  0.4070
   00041    0.4104   -4102.1829  0.4057
   00042    0.4256   -4101.1980  0.4077
   00043    0.4152   -4099.4005  0.4043
   00044    0.4268   -4102.8954  0.4073
   00045    0.4328   -4097.7014  0.4031
   00046    0.4140   -4106.0287  0.4032
   00047    0.4140   -4125.0975  0.4077
   00048    0.4312   -4098.4960  0.4016
   00049    0.4348   -4087.4810  0.3999
   00050    0.4296   -4085.7391  0.4079
