#=====================================================
# File created:        Mon-27-Oct-2025-at-01-15-33PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        0.026892
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2437.8300  0.7595
   00001    0.6252   -4689.3857  0.7691
   00002    0.5956   -5292.3450  0.7804
   00003    0.5380   -5775.7710  0.7905
   00004    0.5376   -6143.4246  0.8051
   00005    0.5036   -6424.4850  0.8234
   00006    0.5096   -6643.7139  0.8222
   00007    0.4772   -6776.4589  0.8228
   00008    0.4664   -6935.8882  0.8301
   00009    0.4660   -7047.4659  0.8288
   00010    0.4636   -7163.8848  0.8345
   00011    0.4692   -7219.4587  0.8379
   00012    0.4564   -7338.6387  0.8393
   00013    0.4560   -7396.4427  0.8430
   00014    0.4552   -7414.8218  0.8469
   00015    0.4456   -7504.6503  0.8561
   00016    0.4332   -7574.5046  0.8675
   00017    0.4352   -7596.6088  0.8650
   00018    0.4400   -7621.6958  0.8628
   00019    0.4424   -7639.4711  0.8647
   00020    0.4428   -7701.1235  0.8745
   00021    0.4360   -7746.0454  0.8821
   00022    0.4264   -7760.8300  0.8829
   00023    0.4504   -7752.2157  0.8860
   00024    0.4464   -7841.0786  0.8790
   00025    0.4300   -7880.6785  0.8717
   00026    0.4332   -7937.9708  0.8774
   00027    0.4452   -7905.4682  0.8810
   00028    0.4348   -7927.1338  0.8889
   00029    0.4380   -7975.8962  0.8954
   00030    0.4312   -7981.8442  0.9001
   00031    0.4432   -8020.7665  0.8975
   00032    0.4388   -7990.7485  0.9016
   00033    0.4372   -8024.2003  0.9010
   00034    0.4308   -8046.0106  0.9013
   00035    0.4328   -8042.9084  0.8961
   00036    0.4256   -8111.7437  0.9055
   00037    0.4304   -8128.1107  0.8964
   00038    0.4268   -8104.1213  0.8982
   00039    0.4260   -8109.8453  0.9030
   00040    0.4244   -8102.2964  0.8974
   00041    0.4336   -8107.0070  0.9014
   00042    0.4320   -8113.5786  0.9001
   00043    0.4404   -8135.6595  0.8961
   00044    0.4276   -8125.3190  0.8960
   00045    0.4352   -8141.2318  0.8901
   00046    0.4072   -8122.8464  0.8879
   00047    0.4160   -8148.0737  0.8906
   00048    0.4432   -8138.7746  0.8925
   00049    0.4140   -8166.1642  0.8839
   00050    0.4196   -8159.9556  0.8893
