#=====================================================
# File created:        Sat-01-Nov-2025-at-08-52-42AM
# Size of lattice:     50x50
# Number of MC steps:  100
# Reduced temperature: 0.500
# Run time (s):        3.734705
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2545.6751  0.2646 
   00001    0.6704   -3771.7925  0.2673 
   00002    0.6284   -4597.6833  0.2652 
   00003    0.5664   -5123.7151  0.2632 
   00004    0.5492   -5529.0799  0.2694 
   00005    0.5312   -5832.0183  0.2798 
   00006    0.5236   -6043.1403  0.2910 
   00007    0.5008   -6322.6959  0.2859 
   00008    0.5036   -6550.2530  0.2876 
   00009    0.4816   -6692.6077  0.2827 
   00010    0.4884   -6795.7982  0.2821 
   00011    0.4744   -6944.0969  0.2831 
   00012    0.4820   -7028.7017  0.2852 
   00013    0.4664   -7145.1778  0.2878 
   00014    0.4540   -7184.3168  0.2857 
   00015    0.4460   -7256.2345  0.2845 
   00016    0.4772   -7338.1572  0.2930 
   00017    0.4652   -7371.8432  0.2911 
   00018    0.4528   -7364.0442  0.2899 
   00019    0.4668   -7433.8887  0.2872 
   00020    0.4676   -7469.5288  0.2890 
   00021    0.4580   -7513.2212  0.2917 
   00022    0.4356   -7584.3935  0.2969 
   00023    0.4452   -7650.2223  0.2995 
   00024    0.4552   -7661.9278  0.3087 
   00025    0.4416   -7687.8208  0.3054 
   00026    0.4440   -7713.8576  0.3140 
   00027    0.4268   -7710.4658  0.3189 
   00028    0.4308   -7780.2056  0.3212 
   00029    0.4388   -7814.3857  0.3175 
   00030    0.4392   -7819.3965  0.3115 
   00031    0.4500   -7859.0635  0.3115 
   00032    0.4252   -7902.0096  0.3208 
   00033    0.4280   -7876.9909  0.3251 
   00034    0.4372   -7872.2704  0.3309 
   00035    0.4340   -7859.7120  0.3366 
   00036    0.3988   -7884.2203  0.3346 
   00037    0.4296   -7936.8572  0.3408 
   00038    0.4364   -8027.5521  0.3414 
   00039    0.4340   -7955.7984  0.3399 
   00040    0.4312   -7968.1738  0.3458 
   00041    0.4260   -7968.3067  0.3463 
   00042    0.4360   -7980.8603  0.3441 
   00043    0.4440   -7994.3096  0.3433 
   00044    0.4528   -7988.5184  0.3454 
   00045    0.4320   -8007.1568  0.3466 
   00046    0.4160   -8086.0450  0.3513 
   00047    0.4380   -8064.6259  0.3551 
   00048    0.4144   -8065.9124  0.3591 
   00049    0.4352   -8060.7474  0.3634 
   00050    0.4368   -8095.7836  0.3618 
   00051    0.4328   -8073.3069  0.3630 
   00052    0.4260   -8049.3269  0.3608 
   00053    0.4236   -8090.8128  0.3506 
   00054    0.4184   -8088.1899  0.3551 
   00055    0.4272   -8061.6221  0.3524 
   00056    0.4292   -8072.9880  0.3593 
   00057    0.4320   -8093.8224  0.3549 
   00058    0.4416   -8120.8826  0.3498 
   00059    0.4200   -8162.2879  0.3475 
   00060    0.4272   -8174.5862  0.3462 
   00061    0.4304   -8175.3190  0.3444 
   00062    0.4304   -8199.2894  0.3456 
   00063    0.4152   -8178.4918  0.3449 
   00064    0.4112   -8183.3310  0.3492 
   00065    0.4272   -8167.6617  0.3506 
   00066    0.4156   -8185.1651  0.3499 
   00067    0.4060   -8185.7217  0.3501 
   00068    0.4172   -8154.7805  0.3530 
   00069    0.4336   -8177.5700  0.3564 
   00070    0.4036   -8122.9814  0.3559 
   00071    0.4260   -8127.7917  0.3594 
   00072    0.4460   -8158.2353  0.3559 
   00073    0.4196   -8179.2510  0.3519 
   00074    0.4144   -8167.2722  0.3620 
   00075    0.4216   -8188.3389  0.3706 
   00076    0.4264   -8195.9199  0.3755 
   00077    0.4260   -8217.8705  0.3813 
   00078    0.4060   -8226.8707  0.3749 
   00079    0.4272   -8221.2222  0.3713 
   00080    0.4288   -8211.9759  0.3699 
   00081    0.4288   -8177.5557  0.3668 
   00082    0.4368   -8202.5319  0.3660 
   00083    0.4184   -8211.0542  0.3639 
   00084    0.4036   -8246.3643  0.3657 
   00085    0.4232   -8277.4775  0.3772 
   00086    0.4164   -8253.4912  0.3834 
   00087    0.4208   -8292.7726  0.3803 
   00088    0.4076   -8266.2434  0.3829 
   00089    0.4160   -8291.3111  0.3871 
   00090    0.4176   -8304.2871  0.3904 
   00091    0.4208   -8339.2523  0.3876 
   00092    0.3972   -8357.9853  0.3914 
   00093    0.4024   -8357.0361  0.3924 
   00094    0.4124   -8310.1593  0.3950 
   00095    0.4256   -8299.7568  0.4019 
   00096    0.4168   -8281.5075  0.4102 
   00097    0.4340   -8317.8479  0.4063 
   00098    0.4052   -8328.1366  0.4080 
   00099    0.4176   -8309.7443  0.4016 
   00100    0.4020   -8340.0135  0.4081 
