#=====================================================
# File created:        Mon-27-Oct-2025-at-12-56-17PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        1.520808
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2415.8259  0.7633
   00001    0.6948   -3628.3237  0.7636
   00002    0.6364   -4471.0226  0.7590
   00003    0.5856   -5117.0860  0.7592
   00004    0.5556   -5579.3121  0.7525
   00005    0.5368   -5975.6089  0.7579
   00006    0.5216   -6209.5622  0.7668
   00007    0.4920   -6427.5024  0.7785
   00008    0.5084   -6616.8721  0.7865
   00009    0.4696   -6799.6223  0.7934
   00010    0.4972   -6957.1380  0.7922
   00011    0.4724   -7085.8096  0.8014
   00012    0.4764   -7123.9595  0.8015
   00013    0.4780   -7237.0570  0.8094
   00014    0.4600   -7375.9402  0.8149
   00015    0.4448   -7422.5099  0.8161
   00016    0.4608   -7488.0588  0.8168
   00017    0.4492   -7518.1190  0.8271
   00018    0.4536   -7565.4834  0.8223
   00019    0.4412   -7565.2991  0.8309
   00020    0.4220   -7611.0914  0.8392
   00021    0.4420   -7647.9643  0.8413
   00022    0.4484   -7688.3914  0.8403
   00023    0.4624   -7722.9043  0.8420
   00024    0.4304   -7722.9813  0.8436
   00025    0.4384   -7743.9227  0.8470
   00026    0.4484   -7802.1110  0.8503
   00027    0.4500   -7814.9941  0.8601
   00028    0.4444   -7825.6858  0.8574
   00029    0.4504   -7820.3028  0.8614
   00030    0.4244   -7826.4353  0.8606
   00031    0.4600   -7855.5545  0.8649
   00032    0.4440   -7874.5916  0.8649
   00033    0.4424   -8018.1584  0.8683
   00034    0.4284   -8027.8027  0.8705
   00035    0.4336   -7991.3353  0.8647
   00036    0.4096   -8011.6865  0.8662
   00037    0.4436   -8034.0395  0.8681
   00038    0.4348   -8055.6249  0.8674
   00039    0.4320   -8103.3533  0.8716
   00040    0.4228   -8120.5078  0.8684
   00041    0.4292   -8086.3181  0.8717
   00042    0.4224   -8128.1475  0.8739
   00043    0.4320   -8122.7750  0.8766
   00044    0.4264   -8136.2169  0.8752
   00045    0.4208   -8113.0955  0.8801
   00046    0.4112   -8119.1784  0.8837
   00047    0.4340   -8131.3890  0.8893
   00048    0.4136   -8159.5574  0.8886
   00049    0.4484   -8173.4926  0.8919
   00050    0.4092   -8200.3763  0.8922
