#=====================================================
# File created:        Mon-27-Oct-2025-at-12-42-47PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        0.028760
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2543.8314  0.7519
   00001    0.6312   -4730.5652  0.7525
   00002    0.5760   -5261.4844  0.7561
   00003    0.5596   -5711.0802  0.7607
   00004    0.5188   -6063.1487  0.7647
   00005    0.4992   -6331.2462  0.7828
   00006    0.5148   -6477.6570  0.7897
   00007    0.4888   -6651.9976  0.7853
   00008    0.4792   -6778.9933  0.7774
   00009    0.4828   -6918.7433  0.7768
   00010    0.4744   -7083.9098  0.7751
   00011    0.4568   -7204.3381  0.7773
   00012    0.4608   -7263.5812  0.7800
   00013    0.4628   -7354.4609  0.7843
   00014    0.4392   -7422.8404  0.7939
   00015    0.4616   -7498.5718  0.7999
   00016    0.4372   -7521.0666  0.8043
   00017    0.4652   -7562.2989  0.8059
   00018    0.4660   -7589.0682  0.8083
   00019    0.4416   -7662.8309  0.8014
   00020    0.4308   -7673.3562  0.8108
   00021    0.4504   -7711.2318  0.8070
   00022    0.4372   -7761.9544  0.8078
   00023    0.4576   -7768.0930  0.8104
   00024    0.4380   -7780.9341  0.8178
   00025    0.4272   -7772.3282  0.8183
   00026    0.4308   -7794.0205  0.8166
   00027    0.4292   -7870.6494  0.8209
   00028    0.4412   -7862.5858  0.8244
   00029    0.4476   -7813.2583  0.8264
   00030    0.4480   -7840.7835  0.8224
   00031    0.4424   -7883.4795  0.8253
   00032    0.4260   -7851.5767  0.8320
   00033    0.4200   -7853.4493  0.8325
   00034    0.4392   -7910.9839  0.8262
   00035    0.4340   -7947.0474  0.8285
   00036    0.4232   -7950.6644  0.8348
   00037    0.4268   -7912.1128  0.8355
   00038    0.4472   -7907.3346  0.8448
   00039    0.4332   -7944.2055  0.8438
   00040    0.4368   -8025.8452  0.8457
   00041    0.4340   -8049.4277  0.8488
   00042    0.4184   -8119.4850  0.8670
   00043    0.4420   -8076.6784  0.8623
   00044    0.4336   -8074.5968  0.8570
   00045    0.4536   -8080.9407  0.8583
   00046    0.4308   -8088.9836  0.8507
   00047    0.4140   -8107.5195  0.8456
   00048    0.4092   -8100.4289  0.8421
   00049    0.4300   -8105.1737  0.8448
   00050    0.4296   -8060.6747  0.8456
