#=====================================================
# File created:        Mon-27-Oct-2025-at-12-12-31PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        0.847913
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2540.7246  0.7594
   00001    0.6848   -3842.2688  0.7653
   00002    0.6300   -4589.0417  0.7707
   00003    0.5724   -5132.8813  0.7745
   00004    0.5536   -5558.4682  0.7850
   00005    0.5304   -5936.5329  0.7891
   00006    0.5140   -6157.6271  0.8013
   00007    0.5112   -6390.6953  0.7891
   00008    0.4860   -6580.2893  0.7934
   00009    0.4868   -6765.7234  0.8037
   00010    0.4720   -6948.0706  0.8042
   00011    0.4848   -7064.5435  0.8075
   00012    0.4796   -7140.1520  0.8096
   00013    0.4644   -7193.1149  0.8133
   00014    0.4552   -7282.4218  0.8230
   00015    0.4368   -7363.2550  0.8291
   00016    0.4480   -7420.0649  0.8302
   00017    0.4444   -7449.9764  0.8368
   00018    0.4632   -7526.0850  0.8371
   00019    0.4576   -7521.1477  0.8435
   00020    0.4456   -7559.2714  0.8506
   00021    0.4580   -7573.4818  0.8527
   00022    0.4460   -7652.9169  0.8479
   00023    0.4368   -7688.3938  0.8525
   00024    0.4648   -7692.5178  0.8429
   00025    0.4432   -7771.2400  0.8451
   00026    0.4368   -7808.1403  0.8521
   00027    0.4432   -7824.1772  0.8496
   00028    0.4316   -7862.9397  0.8569
   00029    0.4532   -7872.6048  0.8623
   00030    0.4064   -7924.8443  0.8590
   00031    0.4380   -7962.1052  0.8649
   00032    0.4456   -7991.1505  0.8648
   00033    0.4328   -8003.3835  0.8613
   00034    0.4424   -7993.5070  0.8656
   00035    0.4404   -8033.0051  0.8740
   00036    0.4372   -8031.4164  0.8859
   00037    0.4308   -8013.8940  0.8945
   00038    0.4276   -8055.8688  0.8968
   00039    0.4324   -8017.0089  0.8997
   00040    0.4184   -8030.5204  0.8995
   00041    0.4140   -8046.4551  0.9033
   00042    0.4268   -8076.2413  0.9040
   00043    0.4320   -8156.0799  0.9115
   00044    0.4280   -8150.8892  0.9124
   00045    0.4324   -8143.3812  0.9170
   00046    0.4236   -8116.4093  0.9116
   00047    0.4240   -8072.6885  0.9055
   00048    0.4296   -8114.0028  0.9044
   00049    0.3964   -8143.3723  0.9040
   00050    0.4292   -8118.4433  0.9011
