#=====================================================
# File created:        Sat-01-Nov-2025-at-08-44-30AM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        0.025319
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2487.4025  0.2780
   00001    0.6216   -4723.6382  0.2689
   00002    0.5868   -5371.6115  0.2746
   00003    0.5504   -5806.0055  0.2763
   00004    0.5236   -6178.5764  0.2851
   00005    0.4988   -6477.9751  0.2881
   00006    0.4976   -6728.9625  0.2961
   00007    0.4924   -6888.9395  0.3065
   00008    0.4800   -7055.3236  0.3138
   00009    0.4764   -7112.6682  0.3259
   00010    0.4500   -7242.0742  0.3260
   00011    0.4672   -7319.0259  0.3256
   00012    0.4500   -7386.9825  0.3321
   00013    0.4588   -7529.4574  0.3252
   00014    0.4384   -7578.7968  0.3232
   00015    0.4612   -7640.1998  0.3317
   00016    0.4500   -7652.6890  0.3265
   00017    0.4416   -7767.8408  0.3206
   00018    0.4376   -7820.9295  0.3225
   00019    0.4356   -7860.1433  0.3337
   00020    0.4484   -7887.4210  0.3383
   00021    0.4376   -7956.0793  0.3428
   00022    0.4188   -7969.8339  0.3529
   00023    0.4360   -8002.9400  0.3528
   00024    0.4320   -7973.0075  0.3460
   00025    0.4436   -8026.8228  0.3424
   00026    0.4312   -8064.3787  0.3474
   00027    0.4396   -8063.4204  0.3455
   00028    0.4248   -8096.1333  0.3508
   00029    0.4272   -8106.8657  0.3445
   00030    0.4300   -8091.2362  0.3444
   00031    0.4372   -8120.2172  0.3466
   00032    0.4252   -8113.0450  0.3533
   00033    0.4316   -8122.0982  0.3600
   00034    0.4232   -8101.5069  0.3615
   00035    0.4224   -8179.9197  0.3646
   00036    0.4328   -8137.2365  0.3690
   00037    0.4300   -8177.4085  0.3649
   00038    0.4160   -8220.8145  0.3732
   00039    0.4168   -8190.0607  0.3787
   00040    0.4188   -8168.4506  0.3743
   00041    0.4248   -8183.4750  0.3738
   00042    0.4116   -8150.2633  0.3708
   00043    0.4156   -8182.0267  0.3753
   00044    0.4144   -8147.4973  0.3753
   00045    0.4448   -8103.4040  0.3810
   00046    0.4184   -8146.0143  0.3856
   00047    0.4332   -8223.1065  0.3941
   00048    0.4268   -8211.9332  0.3993
   00049    0.4132   -8236.1378  0.4118
   00050    0.4280   -8227.9361  0.4152
