#=====================================================
# File created:        Mon-27-Oct-2025-at-01-14-31PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        0.030316
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2563.2730  0.7619
   00001    0.6184   -4739.1537  0.7655
   00002    0.5648   -5267.3890  0.7644
   00003    0.5432   -5765.3733  0.7793
   00004    0.5452   -6145.8174  0.7893
   00005    0.5056   -6388.6176  0.7919
   00006    0.4920   -6608.7417  0.8034
   00007    0.5072   -6826.8947  0.8103
   00008    0.4744   -7012.7082  0.8108
   00009    0.4764   -7157.3467  0.8193
   00010    0.4572   -7302.0235  0.8178
   00011    0.4500   -7379.0834  0.8159
   00012    0.4672   -7514.8505  0.8185
   00013    0.4464   -7573.9142  0.8221
   00014    0.4524   -7628.1381  0.8229
   00015    0.4388   -7608.9263  0.8223
   00016    0.4424   -7670.7204  0.8243
   00017    0.4420   -7726.1931  0.8328
   00018    0.4380   -7752.9167  0.8328
   00019    0.4300   -7843.6148  0.8398
   00020    0.4464   -7923.8287  0.8354
   00021    0.4092   -7941.6723  0.8385
   00022    0.4220   -7943.2319  0.8435
   00023    0.4380   -7959.1119  0.8390
   00024    0.4444   -7958.8191  0.8396
   00025    0.4280   -7975.7588  0.8363
   00026    0.4312   -7971.0385  0.8422
   00027    0.4208   -7986.4262  0.8360
   00028    0.4284   -7933.1594  0.8398
   00029    0.4360   -7980.6722  0.8443
   00030    0.4408   -7967.2380  0.8492
   00031    0.4420   -8059.2674  0.8510
   00032    0.4204   -8086.7292  0.8513
   00033    0.4236   -8067.9219  0.8541
   00034    0.4336   -8078.0615  0.8566
   00035    0.4224   -8076.4806  0.8656
   00036    0.4320   -8087.6321  0.8704
   00037    0.4180   -8126.1736  0.8694
   00038    0.4188   -8194.5381  0.8755
   00039    0.4260   -8226.1383  0.8790
   00040    0.4316   -8239.6909  0.8787
   00041    0.4300   -8278.7221  0.8697
   00042    0.4144   -8230.7963  0.8738
   00043    0.4328   -8213.7272  0.8740
   00044    0.4248   -8237.6773  0.8697
   00045    0.4372   -8257.2632  0.8684
   00046    0.4176   -8276.6097  0.8791
   00047    0.4132   -8260.1901  0.8729
   00048    0.4128   -8287.1319  0.8794
   00049    0.4180   -8279.3993  0.8867
   00050    0.4336   -8293.8841  0.8853
