#=====================================================
# File created:        Wed-29-Oct-2025-at-11-29-56AM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        0.040416
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -1227.3923  0.2703
   00001    0.6152   -2355.8056  0.2828
   00002    0.5776   -2675.4421  0.2952
   00003    0.5552   -2916.0312  0.3058
   00004    0.5316   -3109.8940  0.3004
   00005    0.4968   -3267.5896  0.3088
   00006    0.4872   -3364.1477  0.3188
   00007    0.4780   -3476.0963  0.3238
   00008    0.4720   -3556.3936  0.3349
   00009    0.4872   -3595.5297  0.3407
   00010    0.4868   -3633.6041  0.3430
   00011    0.4628   -3680.1236  0.3371
   00012    0.4396   -3747.2435  0.3383
   00013    0.4348   -3784.0537  0.3436
   00014    0.4452   -3804.3575  0.3453
   00015    0.4412   -3844.8298  0.3471
   00016    0.4460   -3858.9267  0.3439
   00017    0.4480   -3869.7178  0.3412
   00018    0.4480   -3884.4520  0.3379
   00019    0.4364   -3892.9544  0.3261
   00020    0.4356   -3925.7497  0.3254
   00021    0.4336   -3929.4232  0.3320
   00022    0.4400   -3916.2094  0.3494
   00023    0.4436   -3944.5405  0.3431
   00024    0.4320   -3977.9028  0.3432
   00025    0.4364   -3960.0861  0.3515
   00026    0.4336   -3955.7421  0.3491
   00027    0.4332   -3944.3192  0.3504
   00028    0.4228   -3963.0328  0.3595
   00029    0.4392   -3984.6576  0.3613
   00030    0.4424   -3981.6403  0.3648
   00031    0.4308   -3978.4553  0.3625
   00032    0.4452   -4019.7919  0.3633
   00033    0.4448   -4019.8838  0.3661
   00034    0.4324   -4012.0399  0.3713
   00035    0.4296   -4041.5194  0.3765
   00036    0.4384   -4060.7300  0.3810
   00037    0.4384   -4059.2423  0.3824
   00038    0.4128   -4074.1257  0.3780
   00039    0.4168   -4062.0461  0.3857
   00040    0.4356   -4061.7033  0.3865
   00041    0.4032   -4071.7858  0.3882
   00042    0.4280   -4059.7237  0.3924
   00043    0.4112   -4084.0134  0.3895
   00044    0.4216   -4097.3666  0.3934
   00045    0.4304   -4088.2860  0.3867
   00046    0.4132   -4097.4165  0.3887
   00047    0.4316   -4069.0484  0.3857
   00048    0.4100   -4090.9173  0.3812
   00049    0.4280   -4096.5540  0.3860
   00050    0.4220   -4110.4821  0.3863
